popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,followers,monthly_listeners,enwiki_title,pageview_status,pageviews_total,pageview_months,mapping_tier,fua_code,study_city_label,mapped_fua,log10_followers,log10_pageviews,expected_log10_pageviews,attention_residual_log10,follower_rank,pageview_rank
11,6MDME20pz9RveH9rEXvrOM,Clean Bandit,Q11838808,6321202,35453400,Clean Bandit,ok,190037,12,strict,UK017F,Cambridge,True,6.800799668841229,5.2788381658550945,5.896437640776282,-0.6175994749211879,27.0,218.0
12,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,Q11036,16651560,30690194,The Rolling Stones,ok,1966263,12,strict,UK001F,London,True,7.221454926590389,6.2936416069903265,6.197240187766302,0.09640141922402456,8.0,10.0
13,1LZEQNv7sE11VDY3SdxQeN,Bee Gees,Q133405,10121737,29286539,Bee Gees,ok,1770282,12,excluded_non_uk,,,False,7.0052550485494685,6.2480424535306005,6.042639780959024,0.20540267257157652,16.0,11.0
14,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,Q16839267,4804844,27093208,Glass Animals,ok,206191,12,strict,UK560F,Oxford,True,6.681679291892391,5.314269704906567,5.811256932525184,-0.49698722761861713,34.0,207.0
15,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,Q2306,24145634,26546155,Pink Floyd,ok,2291053,12,strict,UK001F,London,True,7.382838613301766,6.3600351360428675,6.3126425822714225,0.04739255377144502,6.0,8.0
16,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,Q50040,9643393,26242776,Dire Straits,ok,1081521,12,strict,UK001F,London,True,6.984229866051437,6.0340349565958,6.027605074201337,0.006429882394463071,17.0,25.0
17,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,Q217360,7587105,25836943,Florence and the Machine,ok,986632,12,strict,UK001F,London,True,6.88007609442456,5.994155197075896,5.9531266997918015,0.041028497284094634,23.0,31.0
18,7bu3H8JO7d0UbMoVzbo70s,The Cure,Q484427,7492117,25827890,The Cure,ok,1380927,12,strict,UK576F,Crawley,True,6.874604550878537,6.14017072105862,5.949214103421517,0.19095661763710314,24.0,16.0
19,47zz7sob9NUcODy0BTDvKx,Sade,Q658182,6060389,25528819,Sade (band),ok,603632,12,strict,UK001F,London,True,6.78250050125068,5.7807722547202625,5.8833522552553985,-0.10258000053513605,30.0,62.0
20,6nS5roXSAGhTGr34W6n7Et,Disclosure,Q1228440,2482964,25360907,Disclosure (band),ok,125790,12,strict,UK001F,London,True,6.394970422851105,5.099646117123231,5.6062368918540795,-0.5065907747308485,70.0,311.0
21,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,Q269091,4593372,23781006,Tears for Fears,ok,984645,12,strict,UK031F,Bath and North East Somerset,True,6.662131618726245,5.993279679908297,5.797278764493795,0.19600091541450215,38.0,32.0
22,53A0W3U0s8diEn9RhXQhVz,Keane,Q484311,4211743,23259577,Keane (band),ok,292650,12,strict,UK056F,Hastings,True,6.624461862730185,5.466348528450199,5.770341840874349,-0.30399331242414984,42.0,151.0
23,3yY2gUcIsjMr8hjo51PoJ8,The Smiths,Q180598,8767855,22515532,The Smiths,ok,942305,12,strict,UK008F,Manchester,True,6.942893358975538,5.974191495550565,5.998046126861337,-0.0238546313107717,19.0,35.0
24,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,Q689,5786448,22166012,Bastille (band),ok,239239,12,strict,UK001F,London,True,6.7624120546828435,5.378831978427456,5.868987390484634,-0.4901554120571774,33.0,184.0
25,12Chz98pHFMPJEknJQMWvI,Muse,Q22151,8949427,20942571,Muse (band),ok,761076,12,strict,UK018F,Exeter,True,6.9517952298740715,5.881428026984218,6.004411684856697,-0.12298365787247878,18.0,47.0
26,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,Q2331,16927470,20605707,Led Zeppelin,ok,2461232,12,strict,UK001F,London,True,7.2285920527842755,6.391152552983956,6.20234381050193,0.18880874248202595,7.0,5.0
27,3mIj9lX2MWuHmhNCA7LSCW,The 1975,Q2811247,8582651,18915018,The 1975,ok,560117,12,strict,UK008F,Manchester,True,6.933621452982131,5.7482787540544775,5.99141596383142,-0.24313720977694242,20.0,69.0
28,7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,Q218255,4748870,18330664,Electric Light Orchestra,ok,845714,12,strict,UK002F,Birmingham,True,6.676590280962222,5.927223519987529,5.807617877928207,0.11960564205932211,35.0,40.0
29,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,Q47670,10711277,18288641,Black Sabbath,ok,3654352,12,strict,UK002F,Birmingham,True,7.029841250569735,6.562810377798901,6.060220904818213,0.5025894729806879,15.0,2.0
30,1zxDewzd2j1ZdSBGaYcr0y,The Outfield,Q2093178,893650,17941634,The Outfield,ok,247655,12,strict,UK001F,London,True,5.951167459700895,5.39384710054173,5.28888186248486,0.1049652380568693,147.0,176.0
31,762310PdDnwsDxAQxzQkfX,Depeche Mode,Q482964,7949283,17667155,Depeche Mode,ok,1297891,12,strict,UK001F,London,True,6.900327958444363,6.113238220903291,5.967608421263794,0.1456297996394973,22.0,19.0
32,35U9lQaRWSQISxQAB94Meo,America,Q126852,2286400,17384987,America (band),ok,655518,12,strict,UK001F,London,True,6.359152211446895,5.816584621568963,5.5806239724372055,0.23596064913175763,74.0,57.0
33,2cGwlqi3k18jFpUyTrsR84,The Verve,Q488916,3001478,16374768,The Verve,ok,423523,12,strict,UK008F,Manchester,True,6.477335164445643,5.626877000267321,5.665134346711485,-0.038257346444164675,55.0,93.0
34,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,Q58381,3958344,15134650,Duran Duran,ok,1092560,12,strict,UK002F,Birmingham,True,6.597513533885006,6.0384452964007185,5.751071605201726,0.2873736911989928,43.0,24.0
35,0NKDgy9j66h3DLnN8qu1bB,Eurythmics,Q207706,2546395,14843560,Eurythmics,ok,380622,12,strict,UK001F,London,True,6.405925772850403,5.580493886952766,5.6140708535655985,-0.03357696661283249,66.0,108.0
36,3e7awlrlDSwF3iM0WBjGMp,Little Mix,Q158419,12405563,14779473,Little Mix,ok,583652,12,strict,UK001F,London,True,7.093616478583641,5.766153978058645,6.105825353278219,-0.3396713752195746,13.0,64.0
37,3RGLhK1IP9jnYFH4BRFJBS,The Clash,Q125603,3508323,14589467,The Clash,ok,713960,12,strict,UK001F,London,True,6.545099570629016,5.853673880871554,5.713591380350608,0.14008250052094606,48.0,53.0
38,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,Q953918,6882187,14381934,Mumford & Sons,ok,1233515,12,strict,UK001F,London,True,6.83772646891914,6.091144435039877,5.922843290797304,0.16830114424257303,26.0,21.0
39,7MhMgCo0Bl0Kukl93PZbYS,Blur,Q485820,4274924,14009757,Blur (band),ok,897959,12,strict,UK001F,London,True,6.630928398204772,5.953256507624703,5.774965936984226,0.1782905706404767,40.0,38.0
40,1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,Q494784,7131475,13707032,Bring Me the Horizon,ok,740643,12,strict,UK010F,Sheffield,True,6.85317936408894,5.869608922567067,5.9338933612286535,-0.06428443866158684,25.0,49.0
41,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,Q188407,3465980,13274460,Snow Patrol,ok,331218,12,strict,UK550F,Dundee City,True,6.539826052343652,5.520113930432454,5.709820388065087,-0.18970645763263327,50.0,123.0
42,0uq5PttqEjj3IH1bzwcrXF,Spice Girls,Q55641,4560204,12877807,Spice Girls,ok,2314226,12,strict,UK001F,London,True,6.658984271193517,6.364405768513837,5.795028156337431,0.5693776121764058,39.0,6.0
43,3ICflSq6ZgYAIrm2CTkfVP,The Animals,Q131422,2812173,12324330,The Animals,ok,547916,12,strict,UK013F,Newcastle,True,6.449042034212046,5.738713982694708,5.644902469230327,0.09381151346438088,60.0,70.0
44,4WN5naL3ofxrVBgFpguzKo,Rudimental,Q50971,1462225,11737472,Rudimental,ok,76372,12,strict,UK001F,London,True,6.165014204865339,4.882934163885178,5.44179958887959,-0.558865424994412,100.0,431.0
45,5T4UKHhr4HGIC0VzdZQtAE,Faithless,Q542071,796754,11726956,Faithless,ok,297243,12,strict,UK001F,London,True,5.901324252470298,5.473111635882254,5.25323993620694,0.21987169967531361,165.0,146.0
46,5EehXjjMktLuJmbRsM7YfB,Disciples,Q24025201,299331,11691137,Disciples (production team),ok,12276,12,strict,UK001F,London,True,5.476151696565434,4.089056879759785,4.94920715551434,-0.8601502757545552,328.0,798.0
47,59oA5WbbQvomJz2BuRG071,Jungle,Q17405943,1886516,11614048,Jungle (band),ok,220304,12,strict,UK001F,London,True,6.275660492909526,5.343022382589519,5.52092063787532,-0.17789825528580128,83.0,197.0
48,5jTtGLk1mGFMY5lQOvJYUj,bôa,Q285481,1380058,11444869,Bôa,ok,152607,12,strict,UK001F,London,True,6.139897338974157,5.18357445492718,5.42383899741355,-0.2402645424863703,109.0,262.0
49,3cniTumSiUysiPWXapGx1i,Cutting Crew,Q977526,628518,10972839,Cutting Crew,ok,143261,12,strict,UK001F,London,True,5.798317719871991,5.15612797832453,5.179581930532714,-0.02345395220818336,202.0,277.0
50,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,Q173180,3218082,10807735,Franz Ferdinand (band),ok,452474,12,strict,UK004F,Glasgow,True,6.507597106168789,5.655593628887204,5.686774083715829,-0.031180454828624526,52.0,84.0
51,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Q182890,6056540,10792689,Def Leppard,ok,1059388,12,strict,UK010F,Sheffield,True,6.782224589834995,6.025055049245889,5.883154956267563,0.14190009297832606,31.0,28.0
52,2ycnb8Er79LoH2AsR5ldjh,Pet Shop Boys,Q485625,2426999,10634217,Pet Shop Boys,ok,602016,12,strict,UK001F,London,True,6.385069597388972,5.7796080338149185,5.599157000514437,0.18045103330048118,73.0,63.0
53,6waa8mKu91GjzD4NlONlNJ,The Hollies,Q282925,1450461,10112715,The Hollies,ok,483428,12,strict,UK008F,Manchester,True,6.161506055984254,5.684331801001974,5.439290978564585,0.24504082243738967,103.0,75.0
54,5lpH0xAS4fVfLkACg9DAuM,Wham!,Q744087,3400543,10018855,Wham!,ok,570793,12,strict,UK001F,London,True,6.531548270887727,5.756478638443986,5.703901104519953,0.052577533924033304,51.0,66.0
55,536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,Q777302,2655723,9884423,Two Door Cinema Club,ok,156026,12,strict,UK012F,Belfast,True,6.424182774820575,5.193196974736915,5.627126087256043,-0.43392911251912825,64.0,252.0
56,0RUEHcBiENFEqxgicqS2ig,The Stranglers,Q1532854,862339,9836875,The Stranglers,ok,388910,12,strict,UK033F,Guildford,True,5.935678027874706,5.589849110257215,5.277805665387797,0.3120434448694178,153.0,104.0
57,6hN9F0iuULZYWXppob22Aj,Simple Minds,Q748836,2504682,9628717,Simple Minds,ok,458231,12,strict,UK004F,Glasgow,True,6.398752594709462,5.661084466506649,5.60894145077065,0.05214301573599922,69.0,82.0
58,2wpWOzQE5TpA0dVnh5YD08,Bronski Beat,Q927927,730877,9566679,Bronski Beat,ok,309700,12,strict,UK001F,London,True,5.86384429526713,5.490941205356787,5.226438734082153,0.2645024712746338,181.0,133.0
59,4Ly0KABsxlx4fNj63zJTrF,Seafret,Q28109766,1149369,9520023,Seafret,ok,23998,12,strict,UK026F,Hull,True,6.060459479459853,4.38017504899673,5.367034500074813,-0.9868594510780833,124.0,685.0
60,3CkvROUTQ6nRi9yQOcsB50,Genesis,Q151012,3958098,9434858,Genesis (band),ok,1261025,12,strict,UK033F,Guildford,True,6.59748654285985,6.10072369660831,5.751052304434736,0.34967139217357435,44.0,20.0
61,2urZrEdsq72kx0UzfYN8Yv,Spandau Ballet,Q16011,1587103,9335819,Spandau Ballet,ok,655866,12,strict,UK001F,London,True,6.200605112564604,5.816815117721501,5.4672499677549435,0.3495651499665575,95.0,56.0
62,69MEO1AADKg1IZrq2XLzo5,UB40,Q560153,2783787,9327767,UB40,ok,458264,12,strict,UK002F,Birmingham,True,6.4446360023955895,5.661115741566325,5.641751799963524,0.019363941602801304,62.0,81.0
63,1GhPHrq36VKCY3ucVaZCfo,The Chemical Brothers,Q208507,2435363,9143502,The Chemical Brothers,ok,389712,12,strict,UK008F,Manchester,True,6.386563703598812,5.590743778781003,5.600225407351424,-0.009481628570420675,72.0,103.0
64,1fa0cOhromAZdq2xRA4vv8,Simply Red,Q339430,2960800,9097250,Simply Red,ok,459516,12,strict,UK008F,Manchester,True,6.471409072087055,5.662300637791193,5.660896711159991,0.001403926631202701,57.0,79.0
65,6J7biCazzYhU3gM9j1wfid,Jamiroquai,Q202041,3053662,9068742,Jamiroquai,ok,903027,12,strict,UK001F,London,True,6.484820964724815,5.955700735668667,5.670487299631371,0.28521343603729576,54.0,37.0
66,6mdiAmATAx73kdxrNrnlao,Iron Maiden,Q42482,10931269,9029433,Iron Maiden,ok,1492254,12,strict,UK001F,London,True,7.038670581685003,6.173842751695459,6.066534590998916,0.10730816069654292,14.0,14.0
67,6xeFne1rkxMhKSW3ipvkdV,Toploader,Q1742953,146489,8829850,Toploader,ok,75109,12,strict,UK055F,Eastbourne,True,5.165805014323847,4.875691979829057,4.727284165730057,0.1484078140989995,485.0,435.0
68,0yNLKJebCb8Aueb54LYya3,New Order,Q214990,2651294,8786188,New Order (band),ok,822645,12,strict,UK008F,Manchester,True,6.423457888992281,5.915212462427171,5.626607735234022,0.28860472719314867,65.0,43.0
69,6FXMGgJwohJLUSr5nVlf9X,Massive Attack,Q357418,2943616,8692931,Massive Attack,ok,722190,12,strict,UK011F,Bristol,True,6.4688811548644285,5.858651470555933,5.659089045797112,0.19956242475882124,59.0,52.0
70,67ea9eGLXYMsO2eYQRui3w,The Who,Q93346,6100346,8659112,The Who,ok,1192757,12,strict,UK001F,London,True,6.785354468064744,6.076551974006862,5.885393072458752,0.19115890154810966,29.0,23.0
71,5VadK1havLhK1OpKYsXv9y,D-Block Europe,Q63313993,1930307,8351560,D-Block Europe,ok,80155,12,strict,UK001F,London,True,6.285626385589624,4.903930618451621,5.52804705754078,-0.6241164390891587,80.0,420.0
72,3XHO7cRUPCLOr6jwp8vsx5,alt-J,Q47996,3499216,8110938,Alt-J,ok,158827,12,strict,UK003F,Leeds,True,6.543970751489122,5.200924332815705,5.712784183326166,-0.5118598505104606,49.0,250.0
73,1A92IAcd7A6npCA33oGM5i,The Proclaimers,Q289622,438174,8100195,The Proclaimers,ok,340252,12,excluded_no_defensible_fua,,,False,5.641646604188789,5.531800686664236,5.067549405634671,0.4642512810295649,267.0,120.0
74,4QTVePrFu1xuGM9K0kNXkk,Dexys Midnight Runners,Q247259,384886,7999321,Dexys Midnight Runners,ok,299941,12,strict,UK002F,Birmingham,True,5.585332114177662,5.477035835071681,5.027279988538992,0.44975584653268896,286.0,143.0
75,1SQRv42e4PjEYfPhS0Tk9E,The Kinks,Q188713,2958309,7864488,The Kinks,ok,639062,12,strict,UK001F,London,True,6.471043534767744,5.805542994233018,5.660635322398901,0.14490767183411624,58.0,58.0
76,3JsMj0DEzyWc0VDlHuy9Bx,Supertramp,Q176457,4214119,7695790,Supertramp,ok,837303,12,strict,UK001F,London,True,6.624706795228808,5.9228826472588265,5.770516987429798,0.1523656598290284,41.0,42.0
77,5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,Q21452721,1128715,7552797,Oh Wonder,ok,50648,12,strict,UK001F,London,True,6.052584296617212,4.704562300513414,5.361403107114806,-0.6568408066013918,128.0,533.0
78,2nm38smINjms1LtczR0Cei,Goodboys,Q65052503,130149,7292613,Goodboys,ok,9047,12,strict,UK001F,London,True,5.114440835555893,3.9565045903166975,4.6905546217321445,-0.734050031415447,515.0,830.0
79,2NhdGz9EDv2FeUw6udu2g1,The Wanted,Q34918,2480552,7143333,The Wanted,ok,198989,12,strict,UK001F,London,True,6.394548335615845,5.2988290695185505,5.605935065327299,-0.3071059958087483,71.0,212.0
80,6kz53iCdBSqhQCZ21CoLcc,Culture Club,Q50037,1913999,7076755,Culture Club,ok,306926,12,strict,UK001F,London,True,6.281941706536648,5.487033679498139,5.5254122138687745,-0.03837853437063554,82.0,136.0
81,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,Q101505,6229490,6998809,Deep Purple,ok,1195395,12,strict,UK001F,London,True,6.794452493007151,6.077511434970182,5.891898896467462,0.18561253850271964,28.0,22.0
82,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,Q211768,2737101,6950019,The Kooks,ok,259601,12,strict,UK515F,Brighton and Hove,True,6.43729082332659,5.414306361062251,5.636499402587404,-0.22219304152515296,63.0,170.0
83,3K2zB87GZv1krx031en5VA,La Roux,Q200002,712440,6858904,La Roux,ok,220009,12,strict,UK001F,London,True,5.852748294973684,5.34244044705125,5.218504196029473,0.12393625102177719,186.0,199.0
84,6i6WlGzQtXtz7GcC5H5st5,10cc,Q169145,952868,6808182,10cc,ok,481875,12,strict,UK008F,Manchester,True,5.979032742356952,5.682934395395032,5.3088077943284055,0.3741266010666262,142.0,76.0
85,240wlM8vDrf6S4zCyzGj2W,CamelPhat,Q21008079,572358,6543464,CamelPhat,ok,47398,12,strict,UK006F,Liverpool,True,5.757667757447158,4.675760016625794,5.150513918170605,-0.474753901544811,218.0,546.0
86,1XgFuvRd7r5g0h844A5ZUQ,Take That,Q152066,1517488,6539015,Take That,ok,906115,12,strict,UK008F,Manchester,True,6.181125265444568,5.957183319857785,5.453320300834728,0.5038630190230569,97.0,36.0
87,3UbyYnvNIT5DFXU4WgiGpP,Whitesnake,Q189965,3532823,6249726,Whitesnake,ok,564516,12,strict,UK559F,Middlesbrough,True,6.548121879141916,5.7516762555847,5.71575257549015,0.03592368009454994,47.0,68.0
88,7gAppWoH7pcYmphCVTXkzs,The Vamps,Q15042553,5952843,6167219,The Vamps (British band),ok,101435,12,strict,UK001F,London,True,6.774724428640651,5.006187833539161,5.8777917341313035,-0.8716039005921425,32.0,363.0
89,1aX2dmV8XoHYCOQRxjPESG,The Human League,Q730158,1370364,6085844,The Human League,ok,437069,12,strict,UK010F,Sheffield,True,6.136835941020859,5.64055000437028,5.421649850161167,0.21890015420911357,110.0,88.0
90,0GByy3DcfbQwDvXGCWmzv9,Pretenders,Q667389,1771319,6044974,The Pretenders,ok,471695,12,excluded_no_defensible_fua,,,False,6.248296781102003,5.673661272718209,5.501353369773534,0.17230790294467457,88.0,77.0
91,2VAnyOxzJuSAj7XIuEOT38,AlunaGeorge,Q10353,456793,6010368,AlunaGeorge,ok,38758,12,strict,UK001F,London,True,5.659719440061202,4.588361358384558,5.080472945663252,-0.49211158727869364,257.0,592.0
92,6liAMWkVf5LH7YR9yfFy1Y,Portishead,Q191352,2540792,5958911,Portishead (band),ok,402086,12,strict,UK011F,Bristol,True,6.404969113318899,5.604318951917645,5.6133867645916045,-0.009067812673959175,67.0,98.0
93,6MUyqmIQ35inLjch0YzIEG,Frou Frou,Q2629330,419619,5930276,Frou Frou,ok,26213,12,strict,UK001F,London,True,5.6228551444603685,4.418516727504681,5.054111991400947,-0.6355952638962661,272.0,673.0
94,6aq8T2RcspxVOGgMrTzjWc,Soft Cell,Q1329303,869007,5766246,Soft Cell,ok,299038,12,strict,UK003F,Leeds,True,5.93902327477908,5.475726379433806,5.280197787608093,0.19552859182571325,152.0,145.0
95,7bPU7cvfoD20ixGD9Qnqki,Stealers Wheel,Q283638,253056,5726001,Stealers Wheel,ok,154910,12,strict,UK004F,Glasgow,True,5.403216638961541,5.1900794539415145,4.897052687721625,0.29302676621988955,368.0,255.0
96,2TzHIUhVpeeDxyJPpQfnV3,Katrina & The Waves,Q934582,171867,5671000,Katrina and the Waves,ok,135037,12,strict,UK017F,Cambridge,True,5.2351924962698115,5.130452781044627,4.776901829872071,0.3535509511725561,442.0,290.0
97,0HxX6imltnNXJyQhu4nsiO,LF SYSTEM,Q113022702,113693,5611864,LF System,ok,6936,12,strict,UK007F,Edinburgh,True,5.055733726297597,3.8411090844681537,4.648574288273797,-0.8074652038056431,542.0,856.0
98,13ccXrK7AmXb4TddMkE7jy,Everything But The Girl,Q313779,480010,5607393,Everything but the Girl,ok,229886,12,strict,UK026F,Hull,True,5.681250285083047,5.361512523649088,5.095869242041605,0.26564328160748296,247.0,192.0
99,47Z8LEl3LnQkcpva0xSthT,The La's,Q1860769,320009,5581915,The La's,ok,164366,12,strict,UK006F,Liverpool,True,5.505162192680446,5.215811986321462,4.969952007647017,0.24585997867444487,316.0,244.0
100,3iOvXCl6edW5Um0fXEBRXy,The xx,Q869367,3911861,5459918,The xx,ok,1008567,12,strict,UK001F,London,True,6.59238341462132,6.003704754074587,5.747403154819965,0.2563015992546216,45.0,30.0
101,32ogthv0BdaSMPml02X9YB,The Cinematic Orchestra,Q1087300,811495,5329785,,not_captured,0,0,strict,UK001F,London,True,,,,,,
102,20p5D2KrE8CGuOjHtxsyTp,Fine Young Cannibals,Q14528,1018624,5309505,Fine Young Cannibals,ok,290004,12,strict,UK002F,Birmingham,True,6.008013904458238,5.46240398812636,5.329531670267682,0.1328723178586788,132.0,153.0
103,21UJ7PRWb3Etgsu99f8yo8,Stereophonics,Q28963,1843050,5187258,Stereophonics,ok,304873,12,strict,UK009F,Cardiff,True,6.265537117329515,5.484118964312151,5.513681605193552,-0.029562640881401592,86.0,139.0
104,78SHxLdtysAXgywQ4vE0Oa,Bush,Q247949,2264067,5127264,Bush (British band),ok,398763,12,strict,UK001F,London,True,6.354889274680431,5.600714854651406,5.577575627709813,0.023139226941592206,75.0,99.0
105,5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,Q588820,1683661,5124023,Cocteau Twins,ok,564659,12,strict,UK551F,Falkirk,True,6.226254652098247,5.751786254674734,5.485591463977111,0.26619479069762253,93.0,67.0
106,7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine,Q485385,3716305,5036374,Bullet for My Valentine,ok,261843,12,excluded_no_defensible_fua,,,False,6.570111349665332,5.418040968147725,5.731476826212221,-0.31343585806449603,46.0,167.0
107,4k1ELeJKT1ISyDv8JivPpB,The Prodigy,Q7256860,3074898,5031555,The Prodigy,ok,1071339,12,excluded_no_defensible_fua,,,False,6.487830714006763,6.029926914841038,5.6726395139045405,0.3572874009364977,53.0,27.0
108,2jgPkn6LuUazBoBk6vvjh5,The Zombies,Q1163207,1164571,5025277,The Zombies,ok,301699,12,strict,UK001F,London,True,6.066165971160305,5.479573870681446,5.371115103386556,0.10845876729489046,122.0,142.0
109,72VzFto8DYvKHocaHYNWSi,Hot Chocolate,Q1368881,393132,5017699,Hot Chocolate,ok,151973,12,strict,UK001F,London,True,5.594538395785994,5.18176643667777,5.033863224823525,0.1479032118542447,281.0,263.0
110,2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,Q533478,1804870,4991688,The Alan Parsons Project,ok,451193,12,strict,UK001F,London,True,6.256445926288287,5.654362353198345,5.507180667977155,0.1471816852211898,87.0,86.0
111,3jNkaOXasoc7RsxdchvEVq,Chase & Status,Q1067983,1285130,4913546,Chase & Status,ok,117131,12,strict,UK001F,London,True,6.108947061851729,5.068671851068944,5.401707044901441,-0.33303519383249647,114.0,328.0
112,3sFhA6G1N0gG1pszb6kk1m,Wings,Q622988,1356305,4863252,Paul McCartney and Wings,ok,538101,12,excluded_no_defensible_fua,,,False,6.132357362777629,5.730863799134541,5.418447304329062,0.31241649480547906,112.0,72.0
113,3w4VAlllkAWI6m0AV0Gn6a,Hurts,Q493042,380397,4854547,Hurts (duo),ok,49810,12,strict,UK008F,Manchester,True,5.580237083216525,4.697316541732383,5.023636629132756,-0.3263200874003731,287.0,535.0
114,0z5DFXmhT4ZNzWElsM7V89,Erasure,Q484885,1261829,4832016,Erasure (duo),ok,309654,12,excluded_no_defensible_fua,,,False,6.101000504362759,5.490876694443144,5.3960246132939655,0.09485208114917842,117.0,134.0
115,0TcYeHEK9sBtv7xPbKhzHz,Chumbawamba,Q1089523,225650,4700579,Chumbawamba,ok,397179,12,strict,UK050F,Burnley,True,5.3534353378561645,5.598986278027722,4.8614550293324275,0.7375312486952943,388.0,101.0
116,0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls,Q300409,774464,4670482,A Flock of Seagulls,ok,275254,12,strict,UK006F,Liverpool,True,5.889001234923216,5.439733638871056,5.244427981532704,0.19530565733835203,170.0,161.0
117,72X6FHxaShda0XeQw3vbeF,Slowdive,Q1502037,1560399,4658345,Slowdive,ok,231776,12,strict,UK552F,Reading,True,6.193235663317131,5.365068463520622,5.461980215237371,-0.09691175171674882,96.0,189.0
118,0sHeX8oQ6o7xic3wMf4NBU,Supergrass,Q1120684,719253,4645328,Supergrass,ok,153257,12,strict,UK560F,Oxford,True,5.856881682005851,5.185420320005754,5.22145990221421,-0.03603958220845627,185.0,260.0
119,74oJ4qxwOZvX6oSsu1DGnw,Cream,Q203736,2788886,4518268,Cream (band),ok,627219,12,strict,UK001F,London,True,6.445430762174686,5.79741920571939,5.6423201175142825,0.1550990882051071,61.0,59.0
120,1DFr97A9HnbV3SKTJFu62M,Motörhead,Q19697,4680274,4453633,Motörhead,ok,763808,12,strict,UK001F,London,True,6.67027127897257,5.882984202790454,5.803099280197864,0.07988492259259061,37.0,46.0
121,7AC976RDJzL2asmZuz7qil,Yes,Q184386,2203167,4447983,Yes (band),ok,1016169,12,strict,UK001F,London,True,6.3430474179086564,6.006965941869007,5.569107741923479,0.437858199945528,76.0,29.0
122,6fvN9GmMCVKb5LY0WsnjFP,Nazareth,Q683695,1724966,4341186,Nazareth (band),ok,325297,12,reviewed_extended,UK007F,Edinburgh,True,6.236780539317753,5.512280058088329,5.49311832505071,0.019161733037619477,91.0,126.0
123,6FQqZYVfTNQ1pCqfkwVFEa,Foals,Q728958,1504353,4201622,Foals (band),ok,94521,12,strict,UK560F,Oxford,True,6.177349756444388,4.975528307672398,5.4506205064008855,-0.47509219872848707,98.0,384.0
124,48nHO1cuTbpx4ELhChsxX1,Sidewalks and Skeletons,Q58884625,530960,4198181,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
125,6IZ4ctovY9dl7bgHClAvKJ,LSD,Q52397902,387536,4191261,LSD (group),ok,52866,12,excluded_no_defensible_fua,,,False,5.588312052326564,4.723176451626107,5.029410885439838,-0.3062344338137315,284.0,520.0
126,0s4kXsjYeH0S1xRyVGN4NO,FLO,Q111548374,626883,4183163,Flo (group),ok,218713,12,excluded_no_defensible_fua,,,False,5.79718649267147,5.339874597671708,5.178773011550072,0.16110158612163605,203.0,201.0
127,4GITZM5LCR2KcdlgEOrNLD,The Foundations,Q1421054,169026,4165829,The Foundations,ok,89065,12,strict,UK001F,London,True,5.227953514010299,4.949707072239809,4.771725371807745,0.1779817004320643,448.0,397.0
128,3CjlHNtplJyTf9npxaPl5w,CHVRCHES,Q5118436,1434807,4152413,Chvrches,ok,179433,12,strict,UK004F,Glasgow,True,6.156793486803732,5.253902318306344,5.435921110278729,-0.1820187919723848,105.0,228.0
129,7zrkALJ9ayRjzysp4QYoEg,Maribou State,Q20711766,527128,4147945,Maribou State,ok,38819,12,excluded_no_defensible_fua,,,False,5.721916085694228,4.589044343518195,5.124948579988513,-0.5359042364703184,231.0,589.0
130,432R46LaYsJZV2Gmc4jUV5,Joy Division,Q172763,2965374,4140711,Joy Division,ok,971682,12,strict,UK008F,Manchester,True,6.472079475404503,5.987524157681903,5.661376103778254,0.32614805390364854,56.0,33.0
131,7avo0PmlW8O1YLEt9DnWQT,Studio Killers,Q860988,305458,4136257,Studio Killers,ok,35937,12,excluded_no_defensible_fua,,,False,5.484951503867628,4.555541819633662,4.955499729779749,-0.39995791014608706,324.0,612.0
