popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,monthly_listeners,followers,wikidata_name,inception_year,genre_qids,genre_labels,genre_families,record_label_qids,record_label_names,member_qids,member_names,enwiki_title,mapping_tier,fua_code,study_city_label,population,mapped_fua,has_genre,has_inception_year,formation_decade
216,2pH3wEn4eYlMMIIQyKPbVR,DragonForce,Q212715,1802181,1321799,DragonForce,1999.0,Q211723|Q57143,power metal|speed metal,Metal,Q18628,Roadrunner Records,Q1106319|Q115124|Q139717645|Q139717709|Q16300777|Q167757|Q1784139|Q2318012|Q2465471|Q45116|Q5274158|Q8195640,Adrian Lambert|Alicia Vigil|Alissa White-Gluz|Dave Mackintosh|Didier Almouzni|Frédéric Leclercq|Gee Anzalone|Herman Li|Marc Hudson|Sam Totman|Vadim Pruzhanov|ZP Theart,DragonForce,strict,UK001F,London,12274097.0,True,True,True,1990
217,7sjttK1WcZeyLPn3IsQ62L,Noel Gallagher's High Flying Birds,Q194227,1799845,1117710,Noel Gallagher's High Flying Birds,2010.0,Q11366|Q11399,alternative rock|rock music,Rock and indie,,,Q123417788|Q193459|Q3942885,Jessica Greenfield|Noel Gallagher|Russell Pritchard,Noel Gallagher's High Flying Birds,strict,UK008F,Manchester,3432092.0,True,True,True,2010
218,5APEQlUaQ5K70LgPqAdTuU,Night Tapes,Q122918147,1719979,135032,Night Tapes,,,,,,,Q2810518,Iiris,Night Tapes,excluded_no_defensible_fua,,,,False,False,False,
219,14H7ag1wpQOsPPQJOD6Dqr,Zero 7,Q191915,1686407,592881,Zero 7,1997.0,Q193207|Q251192|Q817138|Q9778,ambient music|downtempo|electronic music|electronica,Electronic and dance|Other genres,Q202440|Q3361558,Atlantic Records|Palm Pictures,Q7562959|Q99673307|Q99674207,Henry Binns|Sam Hardaker|Sophie Barker,Zero 7,strict,UK001F,London,12274097.0,True,True,True,1990
220,4GvOygVQquMaPm8oAc0vXi,The Streets,Q316029,1675316,601898,The Streets,1994.0,Q11401|Q1166726,grime|hip-hop,Other genres,Q202440|Q2818028|Q6665396,679 Artists|Atlantic Records|Locked On Records,,,The Streets,strict,UK002F,Birmingham,3135994.0,True,True,True,1990
221,0G8zjE6SsFTlbglCkU8pm3,Starsailor,Q1051417,1655319,247718,Starsailor,2000.0,Q11366|Q183504,alternative rock|indie rock,Rock and indie,Q183412|Q203059,EMI|Virgin Records,Q4864889|Q548595|Q6143551,Barry Westhead|James Stelfox|James Walsh,Starsailor (band),strict,UK008F,Manchester,3432092.0,True,True,True,2000
222,6Hd3xhv1sj3rlojjvGLkGR,Black Box Recorder,Q442456,1619909,243011,Black Box Recorder,1998.0,Q183504,indie rock,Rock and indie,,,Q3267074,Luke Haines,Black Box Recorder,strict,UK001F,London,12274097.0,True,True,True,1990
223,5rIqOJspxDq89aBBCUda1X,Smokie,Q815849,1611813,728999,Smokie,1965.0,Q484641|Q76092,glam rock|pop rock,"Pop, soul and R&B|Rock and indie",Q478062,RAK,Q511259,Chris Norman,Smokie (band),strict,UK003F,Leeds,2969034.0,True,True,True,1960
224,2P560DaOMNDUACoH8ZhOCR,The Jam,Q916461,1609992,862279,The Jam,1972.0,Q187760|Q2280273|Q3071,mod revival|new wave|punk rock,Other genres|Punk and new wave,Q155152,Polydor Records,Q371986|Q612951|Q991633,Bruce Foxton|Paul Weller|Rick Buckler,The Jam,strict,UK001F,London,12274097.0,True,True,True,1970
225,0gcMPgunYh4rX1UOdvZKBn,Londonbeat,Q1869183,1590343,72136,Londonbeat,1988.0,Q211756|Q45981|Q851213,dance-pop|electronic dance music|rhythm and blues,"Electronic and dance|Pop, soul and R&B",,,Q104094832|Q104095531|Q104096686|Q6200338,George Chandler|Jimmy Chambers|Jimmy Helms|William Henshall,Londonbeat,excluded_non_uk,,,,False,True,True,1980
226,6w6z8m4WXX7Tub4Rb6Lu7R,Jethro Tull,Q192353,1535908,2025126,Jethro Tull,1967.0,Q186472|Q206159|Q217467|Q325504|Q49451|Q83270|Q9778,art rock|electronic music|electronic rock|folk rock|hard rock|progressive rock|psychedelic rock,Electronic and dance|Other genres|Rock and indie,Q1088453|Q183412|Q190585|Q1958630|Q373246|Q645889,Chrysalis Records|EMI|Eagle Records|Fuel 2000|Island Records|Reprise Records,Q216100|Q454309|Q553913|Q706760|Q725147,Clive Bunker|Ian Anderson|Jeffrey Hammond|John Evan|Martin Barre,Jethro Tull (band),strict,UK532F,Luton,224958.0,True,True,True,1960
227,1N2FgBLehaq77UEdJhCt7f,Saint Etienne,Q1430158,1513825,195555,Saint Etienne,1990.0,Q1298934|Q842324,indie pop|synth-pop,"Electronic and dance|Pop, soul and R&B",Q1139341|Q375229,Creation Records|Heavenly Recordings,,,Saint Etienne (band),strict,UK001F,London,12274097.0,True,True,True,1990
228,3jTlKw98Ql1jGRPYqhqHap,Skindred,Q973760,1507719,681458,Skindred,1998.0,Q20378|Q263734|Q38848|Q740911,alternative metal|heavy metal music|nu metal|ragga,Metal|Other genres,Q4035084|Q693194,Bieler Bros. Records|Napalm Records,Q117321538|Q117322260|Q4889528,Benji Webbe|Daniel Pugsley|Mikey Demus,Skindred,strict,UK558F,Newport,252141.0,True,True,True,1990
229,4uRYpUQZrNrY5t8tAv3XrD,NERO,Q1066310,1501385,808732,Nero,2004.0,Q1298934|Q20474|Q20502|Q325504|Q627906|Q817138|Q898709|Q9778,dubstep|electro house|electronic music|electronic rock|electronica|house music|rave music|synth-pop,Electronic and dance|Other genres,Q16953936|Q21091|Q231694,Cherrytree Records|Interscope Records|MTA Records,,,Nero (band),strict,UK001F,London,12274097.0,True,True,True,2000
230,2utNxkLhreF1oIfO8kQT3q,Manfred Mann's Earth Band,Q1926913,1497096,487796,Manfred Mann's Earth Band,1971.0,Q49451,progressive rock,Rock and indie,Q1536003|Q664167|Q671229|Q843402,Arista Records|Bronze|Philips Records|Warner Bros. Records,Q2583577,Manfred Mann,Manfred Mann's Earth Band,strict,UK001F,London,12274097.0,True,True,True,1970
231,6rEzedK7cKWjeQWdAYvWVG,Five,Q24791,1473171,551020,Five,1997.0,Q373342,popular music,"Pop, soul and R&B",Q770103,Bertelsmann Music Group,Q1323134|Q1814045|Q24752|Q6109351|Q7440911,"Abz Love|Jason ""J"" Brown|Ritchie Neville|Scott Robinson|Sean Conlon",Five (group),strict,UK001F,London,12274097.0,True,True,True,1990
232,5nSAh3wlH7VaqpnkiMjzDs,WSTRN,Q21475095,1459546,335397,WSTRN,2015.0,,,,,,,,WSTRN,excluded_no_defensible_fua,,,,False,False,True,2010
233,3Eo78i1MPfle0XVjMvia8A,Dario G,Q1165942,1447823,37747,Dario G,,Q316930,dance music,Electronic and dance,,,Q109589281,Paul Spencer,Dario G,excluded_no_defensible_fua,,,,False,True,False,
234,6xnvNmSzmeOE1bLKnYXKW3,The Specials,Q19057,1432373,741585,The Specials,1977.0,Q187760|Q54365,new wave|ska,Other genres|Punk and new wave,Q1088453|Q203059|Q222885,2 Tone Records|Chrysalis Records|Virgin Records,Q1365476,Jerry Dammers,The Specials,strict,UK025F,Coventry,741982.0,True,True,True,1970
235,1NUD5By34MFynmuUynCfSj,The Real Thing,Q458284,1425692,112151,The Real Thing,1970.0,Q45981,rhythm and blues,"Pop, soul and R&B",Q2117397,Pye Records,Q27062884,Chris Amoo,The Real Thing (British band),strict,UK006F,Liverpool,1540817.0,True,True,True,1970
236,1EJWNhiYbOyeUHbsS7Kp1P,Sneaker Pimps,Q1754009,1412387,342340,Sneaker Pimps,1994.0,Q205560,trip hop,Electronic and dance,Q1848933,One Little Independent Records,Q28051515|Q6539645|Q704635,Chris Corner|Liam Howe|Simonne Jones,Sneaker Pimps,strict,UK559F,Middlesbrough,570155.0,True,True,True,1990
237,6zpPKMhpOoG646kJgZ7RKf,Johnny Hates Jazz,Q1294961,1399373,249325,Johnny Hates Jazz,1986.0,Q187760|Q484641,new wave|pop rock,"Pop, soul and R&B|Punk and new wave",Q478062,RAK,,,Johnny Hates Jazz,strict,UK001F,London,12274097.0,True,True,True,1980
238,0GbqW5TJr7n4is453VOY4C,Procol Harum,Q214486,1385101,564567,Procol Harum,1967.0,Q206159|Q217467|Q46046|Q49451|Q719927,art rock|baroque pop|progressive rock|psychedelic rock|symphonic rock,"Pop, soul and R&B|Rock and indie",Q1088453|Q111031086|Q190585|Q2137237|Q2733913|Q277626|Q543391|Q5463202|Q645889,A&M Records|Chrysalis Records|DJM Records|Deram|Fly Records|IL|Island Records|Regal Zonophone|Reprise Records,Q1931324|Q549179|Q709635,Gary Brooker|Mick Grabham|Robin Trower,Procol Harum,strict,UK001F,London,12274097.0,True,True,True,1960
239,7ai5TWiOG8g9Hds5AATS28,Marillion,Q678410,1370532,554699,Marillion,1979.0,Q1051843|Q217467|Q49451,art rock|neo-prog|progressive rock,Other genres|Rock and indie,Q1347984|Q1392321|Q193023|Q2265719|Q264137|Q3629023|Q513712|Q523563|Q603117,Capitol Records|Caroline Records|Castle Communications|EMI Records|Edel Records|I.R.S. Records|Liberty Records|Pony Canyon|Sanctuary Records,Q317441|Q463454|Q529281|Q554312|Q724463|Q935245,Fish|Ian Mosley|Mark Kelly|Pete Trewavas|Steve Hogarth|Steve Rothery,Marillion,excluded_no_defensible_fua,,,,False,True,True,1970
240,39oSLGo3HkaeYXzUEGgAGQ,EMF,Q503037,1351005,106882,EMF,1989.0,Q11366|Q170611|Q2187392,alternative dance|alternative rock|techno,Electronic and dance|Other genres|Rock and indie,Q183412,EMI,,,EMF (band),excluded_no_defensible_fua,,,,False,True,True,1980
241,1km0R7wy712AzLkA1WjKET,Biffy Clyro,Q858365,1330864,792584,Biffy Clyro,1995.0,Q183504,indie rock,Rock and indie,Q126039,Beggars Banquet Records,Q2888368|Q2895490|Q2915945,Ben Johnston|James Johnston|Simon Neil,Biffy Clyro,excluded_no_defensible_fua,,,,False,True,True,1990
242,22RISwgVJyZu9lpqAcv1F5,Blossoms,Q23057702,1329106,515545,Blossoms,2013.0,Q842324,indie pop,"Pop, soul and R&B",,,,,Blossoms (band),strict,UK008F,Manchester,3432092.0,True,True,True,2010
243,5lPsVvHVDr6R5mDxRUXdOs,A1,Q279634,1308390,574084,a1,1998.0,Q373342,popular music,"Pop, soul and R&B",Q38903,Universal Music Group,Q1145879|Q3435700|Q4584096|Q706286,Ben Adams|Christian Ingebrigtsen|Mark Read|Paul Marazzi,A1 (group),strict,UK001F,London,12274097.0,True,True,True,1990
244,2Z7UcsdweVlRbAk5wH5fsf,The Last Shadow Puppets,Q862520,1305891,1251280,The Last Shadow Puppets,2007.0,Q183504,indie rock,Rock and indie,Q1238400,Domino Recording Company,Q22277528|Q315643|Q604940|Q713880,Alex Turner|James Ford|Miles Kane|Zach Dawes,The Last Shadow Puppets,strict,UK010F,Sheffield,1168389.0,True,True,True,2000
245,15ajdFAi5bjj5pS9laBfBL,Right Said Fred,Q427469,1289669,75075,Right Said Fred,1989.0,Q484641,pop rock,"Pop, soul and R&B",Q1063242,Charisma,Q112419135|Q1581075,Fred Fairbrass|Richard Fairbrass,Right Said Fred,excluded_no_defensible_fua,,,,False,True,True,1980
246,7vjRpVXoecwKTEsrb9iscj,Jadu Heart,Q110863918,1279776,169564,Jadu Heart,2016.0,Q183504|Q9778,electronic music|indie rock,Electronic and dance|Rock and indie,,,,,Jadu Heart,excluded_no_defensible_fua,,,,False,True,True,2010
247,1ZVACPeq7ccGCoUXwtafUU,KNEECAP,Q65327538,1263438,558490,Kneecap,2017.0,Q11401|Q6010|Q969663,hip-hop|political hip-hop|rapping,Other genres,Q375229,Heavenly Recordings,Q123702290|Q123702377|Q137205952,DJ Próvaí|Mo Chara|Móglaí Bap,Kneecap (band),strict,UK012F,Belfast,803943.0,True,True,True,2010
248,6e9wIFWhBPHLE9bXK8gtBI,Editors,Q570393,1241937,786142,Editors,2002.0,Q11366|Q183504,alternative rock|indie rock,Rock and indie,Q1973834,Play It Again Sam,Q276620,Tom Smith,Editors (band),excluded_no_defensible_fua,,,,False,True,True,2000
249,2wvUfjKGoXvcnDHq7GgMOa,The Ting Tings,Q219939,1233876,445083,The Ting Tings,2007.0,Q1298934|Q1643549|Q183504|Q187760|Q1899347|Q842324,dance-punk|indie pop|indie rock|new wave|post-punk revival|synth-pop,"Electronic and dance|Pop, soul and R&B|Punk and new wave|Rock and indie",Q1194456|Q183387,Columbia Records|Roc Nation,,,The Ting Tings,strict,UK008F,Manchester,3432092.0,True,True,True,2000
250,1u7kkVrr14iBvrpYnZILJR,Sex Pistols,Q82545,1231532,2087179,Sex Pistols,1975.0,Q3071,punk rock,Punk and new wave,Q183412|Q203059|Q277626|Q3629023|Q38903|Q843402,A&M Records|EMI|EMI Records|Universal Music Group|Virgin Records|Warner Bros. Records,Q106662|Q347986|Q363260|Q47878|Q51319|Q9263248,Frank Carter|Glen Matlock|John Lydon|Paul Cook|Sid Vicious|Steve Jones,Sex Pistols,strict,UK001F,London,12274097.0,True,True,True,1970
251,6OqhFYFJDnBBHas02HopPT,Kero Kero Bonito,Q19370850,1201107,611925,Kero Kero Bonito,2013.0,Q2545135|Q272167|Q37073|Q484641|Q9778,electronic music|noise pop|pop music|pop rock|shoegaze,"Electronic and dance|Pop, soul and R&B|Rock and indie",Q5299723,Double Denim Records,,,Kero Kero Bonito,strict,UK001F,London,12274097.0,True,True,True,2010
252,6PwcexHTG0qJWQQwp05Bpm,Pilot,Q1753527,1181505,78328,Pilot,1973.0,Q37073,pop music,"Pop, soul and R&B",Q3629023,EMI Records,,,Pilot (Scottish band),strict,UK007F,Edinburgh,893610.0,True,True,True,1970
253,5HlXA01kcjssYDT7EoqUJF,Skunk Anansie,Q167977,1179800,449680,Skunk Anansie,1994.0,Q11366,alternative rock,Rock and indie,Q1848933|Q216364,Epic Records|One Little Independent Records,Q123498619|Q1261808|Q238020|Q327850|Q3850091|Q3934829,Erika Footman|Mark Richardson|Martin Kent|Richard Lewis|Robbie France|Skin,Skunk Anansie,strict,UK001F,London,12274097.0,True,True,True,1990
254,2VAvhf61GgLYmC6C8anyX1,Boards of Canada,Q722778,1177186,844402,Boards of Canada,1986.0,Q1435509|Q193207|Q251192|Q660984|Q817138|Q9149801,ambient music|ambient techno|downtempo|electronica|folktronica|intelligent dance music,Electronic and dance|Other genres,Q475607|Q543707,Skam Records|Warp,Q31078773|Q5108649|Q6758147,Marcus Eoin|Michael Sandison|christ.,Boards of Canada,strict,UK007F,Edinburgh,893610.0,True,True,True,1980
255,3wury2nd8idV4GecUg5xze,Primal Scream,Q666697,1165795,590819,Primal Scream,1982.0,Q11366,alternative rock,Rock and indie,Q1139341|Q1200368|Q3050801,Astralwerks|Creation Records|Elevation Records,Q118154,Gary Mounfield,Primal Scream,strict,UK004F,Glasgow,1831890.0,True,True,True,1980
256,3iUjRVvYCsMfz7tuAQtBDI,Ultravox,Q316485,1162862,609815,Ultravox,1973.0,Q1298934|Q187760,new wave|synth-pop,Electronic and dance|Punk and new wave,Q190585,Island Records,Q355382,Midge Ure,Ultravox,strict,UK001F,London,12274097.0,True,True,True,1970
257,45InkbGypoMk5nVX6dsHkt,N-Trance,Q1959629,1162155,82658,N-Trance,1990.0,Q1585075|Q170611|Q58339,breakbeat hardcore|disco|techno,Electronic and dance|Other genres|Punk and new wave,Q836202,PWL,,,N-Trance,strict,UK008F,Manchester,3432092.0,True,True,True,1990
258,3vEL65ycUboLH76pgdtqlF,South Arcade,Q131762147,1151351,332563,South Arcade,,,,,,,,,South Arcade,excluded_no_defensible_fua,,,,False,False,False,
259,4I2BJf80C0skQpp1sQmA0h,Belle and Sebastian,Q691568,1141204,747098,Belle and Sebastian,1996.0,Q183504,indie rock,Rock and indie,Q385558,Rough Trade,Q11704108|Q1811851|Q261344|Q2746295|Q3311792|Q3780426|Q3780532|Q4891173|Q6838120,Bobby Kildea|Chris Geddes|Isobel Campbell|Mick Cooke|Richard Colburn|Sarah Martin|Stevie Jackson|Stuart David|Stuart Murdoch,Belle and Sebastian,strict,UK004F,Glasgow,1831890.0,True,True,True,1990
260,0nCiidE5GgDrc5kWN3NZgZ,"Emerson, Lake & Palmer",Q273171,1139758,1194686,"Emerson, Lake & Palmer",1970.0,Q1641839|Q206159|Q217467|Q49451|Q719927|Q944465,art rock|experimental rock|jazz rock|progressive rock|psychedelic rock|symphonic rock,Rock and indie,Q1347984|Q1470329|Q1546001|Q1611073|Q1636558|Q1813833|Q190585|Q202440|Q203059|Q2299832|Q3844913|Q3939773|Q5029631|Q56760250|Q62266131|Q627091|Q679007|Q7299616|Q7502767,Atlantic Records|Canadian-American Records|E.G. Records|Eagle Rock Entertainment|Island Records|Manticore Records|Mushroom Records|Razor & Tie|Rhino Entertainment Company|Sanctuary Records|Shout! Factory|Sony Music|Stax Records|The Rocket Record Company|Vee-Jay Records|Victor Talking Machine Company|Victory Records|Virgin Records|Volt Records,Q319751|Q343075|Q348277,Carl Palmer|Greg Lake|Keith Emerson,"Emerson, Lake & Palmer",excluded_no_defensible_fua,,,,False,True,True,1970
261,4pJCawaKSZ40EnxN0YEYw3,Badfinger,Q798993,1128068,471790,Badfinger,1961.0,Q837837,power pop,"Pop, soul and R&B",Q1542119|Q213710|Q3844913|Q64485314|Q7077570|Q726251,Apple Records|Elektra|Manticore Records|Ode Records|United Artists Records|Warner Records,Q1286993|Q1471316|Q1493339|Q3313332,Joey Molland|Mike Gibbins|Pete Ham|Tom Evans,Badfinger,strict,UK517F,Swansea,379831.0,True,True,True,1960
262,40nPYop0FOD9Syyu5y4dAU,PRESIDENT,Q135218611,1108071,247203,President,2025.0,Q183862|Q20378,alternative metal|metalcore,Metal,,,,,President (band),excluded_no_defensible_fua,,,,False,True,True,2020
263,3i9hP422d2KMjaupTzBNVS,The Spencer Davis Group,Q1049145,1087690,317136,The Spencer Davis Group,1963.0,Q11399|Q206159|Q211418|Q546264|Q885561,British Invasion|beat music|blue-eyed soul|psychedelic rock|rock music,"Other genres|Pop, soul and R&B|Rock and indie",Q1542119|Q190585|Q585643|Q729590,Atco Records|Fontana Records|Island Records|United Artists Records,Q314397,Steve Winwood,The Spencer Davis Group,strict,UK002F,Birmingham,3135994.0,True,True,True,1960
264,2CkhxuagMCG9uvlbKm5G3m,Imagination,Q142904,1083676,139019,Imagination,1981.0,Q1190485|Q164444,funk|post-disco,"Other genres|Pop, soul and R&B",Q7273216,R&B Records,Q3228967,Leee John,Imagination (band),strict,UK001F,London,12274097.0,True,True,True,1980
265,4fomCZiFUMX73KJ0YQ0V90,The Beautiful South,Q1757677,1074612,498337,The Beautiful South,1988.0,Q11399,rock music,Rock and indie,Q2482872,Universal Records,Q1938749|Q6121009,Jacqui Abbott|Paul Heaton,The Beautiful South,strict,UK026F,Hull,609661.0,True,True,True,1980
266,3NZE8jDD2cCzd4vUyZ5CQQ,Spacehog,Q339626,1073095,164649,Spacehog,1994.0,Q11366,alternative rock,Rock and indie,Q165711,Sire,Q16214162,Royston Langdon,Spacehog,excluded_non_uk,,,,False,True,True,1990
267,5670CyWrIOA7702gNjsGMZ,Manfred Mann,Q319265,1070103,421269,Manfred Mann,1962.0,Q546264,beat music,Rock and indie,Q193023|Q56762278|Q729590,Capitol Records|Fontana Records|His Master's Voice,Q11988023|Q123870,Manfred Mann|Paul Jones,Manfred Mann,excluded_no_defensible_fua,,,,False,True,True,1960
268,2XIbOWDT5vZPW7jNyzdfcK,Caskets,Q107981908,1063882,255906,Caskets,2018.0,Q10926|Q11366|Q20378|Q377910,alternative metal|alternative rock|emo|post-hardcore,Metal|Other genres|Punk and new wave|Rock and indie,,,,,Caskets (band),excluded_no_defensible_fua,,,,False,True,True,2010
269,75mafsNqNE1WSEVxIKuY5C,IDLES,Q39070668,1060008,893225,Idles,,Q598929,post-punk,Punk and new wave,Q7140619,Partisan Records,,,Idles,strict,UK011F,Bristol,979556.0,True,True,False,
270,3UCbp6D1lvILlxRJT9LnFa,Koven,Q106091172,1057644,149136,Koven,,Q188994|Q20474|Q851213,drum and bass|dubstep|electronic dance music,Electronic and dance|Other genres,Q10398667|Q21006848|Q30118742|Q3096979,Liquicity|Monstercat|NoCopyrightSounds|UKF Music,Q113456226|Q113456229,Katie Geraghty|Max Rowat,Koven (group),excluded_no_defensible_fua,,,,False,True,False,
271,6csA2rxNLkQJXeEa7lyGXn,Mis-Teeq,Q1303048,1053166,147133,Mis-Teeq,1999.0,Q850412,contemporary R&B,"Pop, soul and R&B",Q7697852,Telstar,Q19182|Q2345785|Q3502340|Q579903|Q8068988,Alesha Dixon|Sabrina Washington|Su-Elise Nash|Tina Barrett|Zena McNally,Mis-Teeq,strict,UK001F,London,12274097.0,True,True,True,1990
272,2Omy3P5hFZym7FKum1JA1s,UFO,Q251657,1051240,669681,UFO,1969.0,Q236913|Q83270,hard rock|space rock,Rock and indie,Q1088453,Chrysalis Records,Q57642|Q723294,Michael Schenker|Phil Mogg,UFO (band),strict,UK001F,London,12274097.0,True,True,True,1960
273,6ssXMmc5EOUrauZxirM910,White Lies,Q1331605,1046821,560678,White Lies,2007.0,Q1899347,post-punk revival,Punk and new wave,Q2481499,Fiction Records,,,White Lies (band),strict,UK001F,London,12274097.0,True,True,True,2000
274,0Ak6DLKHtpR6TEEnmcorKA,The Vaccines,Q1458872,1042137,807443,The Vaccines,2010.0,Q3071,punk rock,Punk and new wave,Q183387,Columbia Records,,,The Vaccines,strict,UK001F,London,12274097.0,True,True,True,2010
275,0fYPQBOx0vsRMmjUba9HgF,Modern English,Q1691644,1039829,242915,Modern English,1979.0,Q187760|Q598929,new wave|post-punk,Punk and new wave,Q238095,4AD,Q95238566|Q95239140|Q95239638|Q95241641|Q95242660,Gary McDowell|Michael Conroy|Richard Brown|Robbie Grey|Stephen Walker,Modern English (band),strict,UK546F,Colchester,341583.0,True,True,True,1970
276,67YNiSqhrx1P8oPvIIvbP5,The Lightning Seeds,Q1973228,1037603,189073,The Lightning Seeds,1989.0,Q1298934,synth-pop,Electronic and dance,Q203059,Virgin Records,Q921695,Ian Broudie,The Lightning Seeds,strict,UK006F,Liverpool,1540817.0,True,True,True,1980
277,7M1FPw29m5FbicYzS2xdpi,King Crimson,Q189382,1036506,1414122,King Crimson,1968.0,Q206159|Q217467|Q49451|Q944465,art rock|jazz rock|progressive rock|psychedelic rock,Rock and indie,Q1611073|Q190585|Q202440|Q2308444|Q264137,Atlantic Records|Caroline Records|Discipline Global Mobile|E.G. Records|Island Records,Q203185|Q216986|Q312797|Q363019,Adrian Belew|Bill Bruford|Robert Fripp|Tony Levin,King Crimson,excluded_no_defensible_fua,,,,False,True,True,1960
278,6Jrj26oAY96EEC2lqC6fua,Squeeze,Q591279,1034511,369318,Squeeze,1974.0,Q187760,new wave,Punk and new wave,Q2265719|Q277626,A&M Records|I.R.S. Records,Q105488327|Q181991|Q3108829|Q5106399,Chris Difford|Glenn Tilbrook|Harri Kakoulli|Jools Holland,Squeeze (band),strict,UK001F,London,12274097.0,True,True,True,1970
279,2s79xe5F6eUQkjwjww27Fh,ABC,Q287078,1028147,431631,ABC,1980.0,Q187760|Q37073,new wave|pop music,"Pop, soul and R&B|Punk and new wave",Q55965015,EMI,Q3736302,Martin Fry,ABC (band),strict,UK010F,Sheffield,1168389.0,True,True,True,1980
280,6QNkSI0c63lCTNXpHDBiqP,Ace,Q339889,1026309,40060,Ace,1972.0,Q1431327,pub rock,Rock and indie,Q4752698,Anchor Records,Q548449,Paul Carrack,Ace (band),strict,UK010F,Sheffield,1168389.0,True,True,True,1970
281,3Z6IRCo7umuk8K2XQy0ZDj,Busted,Q826185,1009124,307292,Busted,2000.0,Q3071,punk rock,Punk and new wave,Q190585|Q2576206,East West Records|Island Records,Q375957|Q470996|Q723063,Charlie Simpson|James Bourne|Matt Willis,Busted (band),strict,UK001F,London,12274097.0,True,True,True,2000
282,12EtLdLfJ41vUOoVzPZIUy,Girls Aloud,Q205473,996906,552875,Girls Aloud,2002.0,Q188450|Q211756|Q37073,dance-pop|electropop|pop music,"Pop, soul and R&B",Q155152|Q2604329,Fascination Records|Polydor Records,Q1072383|Q212772|Q254962|Q256824|Q977999,Cheryl|Kimberley Walsh|Nadine Coyle|Nicola Roberts|Sarah Harding,Girls Aloud,strict,UK001F,London,12274097.0,True,True,True,2000
