popularity_rank,spotify_name,returned_spotify_id,wikidata_qid,monthly_listeners,formation_label,current_claim_place,current_origin_cluster,current_origin_resolution,wikidata_url,musicbrainz_ids,musicbrainz_names,musicbrainz_begin_area,musicbrainz_urls,musicbrainz_matches_claim,wikipedia_title,wikipedia_origin,wikipedia_url,wikipedia_matches_claim,automated_status,proposed_origin,review_priority,manual_status,manual_decision,manual_source_url,manual_notes,final_status,final_origin
567,We Were Promised Jetpacks,3gnrmLahFhVXRI9DA1MImH,Q1488607,226591,Edinburgh,Edinburgh,Edinburgh,reported_place,https://www.wikidata.org/wiki/Q1488607,8f0e0596-5a39-4bd5-9dfa-f2b12030ffdc,We Were Promised Jetpacks,Edinburgh,https://musicbrainz.org/artist/8f0e0596-5a39-4bd5-9dfa-f2b12030ffdc,True,We Were Promised Jetpacks,"Edinburgh, Scotland",https://en.wikipedia.org/wiki/We_Were_Promised_Jetpacks,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Edinburgh
568,Athlete,6C0JkmxU2cgkVzotHJgfW7,Q580268,225403,Deptford,Deptford,London,editorial_city_cluster,https://www.wikidata.org/wiki/Q580268,906cbb69-b793-463a-832d-b5bf850f01a2,Athlete,Deptford,https://musicbrainz.org/artist/906cbb69-b793-463a-832d-b5bf850f01a2,True,Athlete (band),"Deptford, London, England",https://en.wikipedia.org/wiki/Athlete_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Deptford
569,Living In A Box,4W2dcPOyD7eSfJCPHCfwoA,Q1866528,223338,Sheffield,Sheffield,Sheffield,reported_place,https://www.wikidata.org/wiki/Q1866528,340758ac-4df8-4986-b605-8016f58c1f7f,Living in a Box,Sheffield,https://musicbrainz.org/artist/340758ac-4df8-4986-b605-8016f58c1f7f,True,Living in a Box,"Sheffield, England",https://en.wikipedia.org/wiki/Living_in_a_Box,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Sheffield
570,The Temperance Movement,3SUI6pbPumjijbLHHY6vss,Q14957024,223097,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q14957024,e4d6cb66-e184-4616-83a9-90bf192b617b,The Temperance Movement,,https://musicbrainz.org/artist/e4d6cb66-e184-4616-83a9-90bf192b617b,,The Temperance Movement (band),"Bishopbriggs, Scotland",https://en.wikipedia.org/wiki/The_Temperance_Movement_(band),False,proposed_one_source,Bishopbriggs,medium,not_reviewed,,,,evidence_for_missing_claim,Bishopbriggs
571,Spiritualized,6DKmuXxXASTF6xaJwcTfjv,Q1144015,222247,Rugby,Rugby,Rugby,reported_place,https://www.wikidata.org/wiki/Q1144015,65041e06-83d2-4987-ae52-c17a915fc82a,Spiritualized,Rugby,https://musicbrainz.org/artist/65041e06-83d2-4987-ae52-c17a915fc82a,True,Spiritualized,"Rugby, England",https://en.wikipedia.org/wiki/Spiritualized,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Rugby
572,Blancmange,3LtBdgNHdH0Ix8hCFZ4NJG,Q594199,221240,Harrow,Harrow,Harrow,reported_place,https://www.wikidata.org/wiki/Q594199,115930ad-f040-4689-b9ef-0da94dcb63e8,Blancmange,London,https://musicbrainz.org/artist/115930ad-f040-4689-b9ef-0da94dcb63e8,False,Blancmange (band),"Harrow, London, England",https://en.wikipedia.org/wiki/Blancmange_(band),True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Harrow
573,The Nolans,2H32fphWQj9hhVuCOKkchM,Q1038777,217117,Dublin,Dublin,Dublin,reported_place,https://www.wikidata.org/wiki/Q1038777,cdb86507-7a3f-4b8c-9855-160af1c318ca,The Nolans,,https://musicbrainz.org/artist/cdb86507-7a3f-4b8c-9855-160af1c318ca,,The Nolans,"Dublin, Ireland and Blackpool, Lancashire, England",https://en.wikipedia.org/wiki/The_Nolans,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Dublin
574,Utah Saints,2KB6LGMBaOYYYdvvgyptFH,Q2036827,216105,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q2036827,6de1f94d-3d2e-40dd-a5e7-3170332a6a93,Utah Saints,Harrogate,https://musicbrainz.org/artist/6de1f94d-3d2e-40dd-a5e7-3170332a6a93,False,Utah Saints,"Harrogate, North Yorkshire, England",https://en.wikipedia.org/wiki/Utah_Saints,False,proposed_two_sources,Harrogate,medium,not_reviewed,,,,evidence_for_missing_claim,Harrogate
575,Friendly Fires,3mZqziCJj4pq3P2VBpmK6p,Q1464530,215715,St Albans,St Albans,St Albans,reported_place,https://www.wikidata.org/wiki/Q1464530,ef656595-bbe8-4386-8953-be8df9f54472,Friendly Fires,City of St Albans,https://musicbrainz.org/artist/ef656595-bbe8-4386-8953-be8df9f54472,True,Friendly Fires,"St Albans, Hertfordshire, England",https://en.wikipedia.org/wiki/Friendly_Fires,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,St Albans
576,Jon & Vangelis,5gS1uXayWA0WJPgcRqNIae,Q1538236,215210,Greece,Greece,Greece,reported_place,https://www.wikidata.org/wiki/Q1538236,8c9b4c93-5283-4e1a-bae1-415c65ffefbf,Jon and Vangelis,,https://musicbrainz.org/artist/8c9b4c93-5283-4e1a-bae1-415c65ffefbf,,Jon and Vangelis,Greece; United Kingdom,https://en.wikipedia.org/wiki/Jon_and_Vangelis,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Greece
577,Coldcut,5wnhqlZzXIq8aO9awQO2ND,Q698224,214514,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q698224,cedd2cc6-c77f-4104-b333-0547b29e0b71,Coldcut,London,https://musicbrainz.org/artist/cedd2cc6-c77f-4104-b333-0547b29e0b71,False,Coldcut,"London, England",https://en.wikipedia.org/wiki/Coldcut,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
578,Haken,2SRIVGDkdqQnrQdaXxDkJt,Q774774,213215,London,London,London,reported_place,https://www.wikidata.org/wiki/Q774774,0246a3fd-a254-416d-8cd2-e31da4ac6f59,Haken,London,https://musicbrainz.org/artist/0246a3fd-a254-416d-8cd2-e31da4ac6f59,True,Haken (band),"London, England",https://en.wikipedia.org/wiki/Haken_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
579,Juno Reactor,1Pe3z1UqRzKsQtHsl25dm6,Q1410018,212577,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1410018,16231a34-9ccd-410e-8690-f74e98fe16a4,Juno Reactor,London,https://musicbrainz.org/artist/16231a34-9ccd-410e-8690-f74e98fe16a4,True,Juno Reactor,"London, England",https://en.wikipedia.org/wiki/Juno_Reactor,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
580,Fun Boy Three,1dmEUAQBopYUrsMnQnScWL,Q1473992,210879,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1473992,aa2ff391-2dcc-4478-915e-3e716e13bfc2,Fun Boy Three,,https://musicbrainz.org/artist/aa2ff391-2dcc-4478-915e-3e716e13bfc2,,Fun Boy Three,United Kingdom,https://en.wikipedia.org/wiki/Fun_Boy_Three,,unresolved,,low,not_reviewed,,,,unresolved,
581,RITUAL,3RP50pmG8Wz1mhNCidQj68,Q60752425,208784,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q60752425,b64ff140-a8a7-4814-9be1-c90c752a498e,RITUAL,London,https://musicbrainz.org/artist/b64ff140-a8a7-4814-9be1-c90c752a498e,False,Ritual (electronic band),"London, United Kingdom",https://en.wikipedia.org/wiki/Ritual_(electronic_band),False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
582,The Sound,4hzCcF4Leos2sKnz79nwhz,Q732151,207467,London,London,London,reported_place,https://www.wikidata.org/wiki/Q732151,b2c36d47-e5e3-4ac8-a967-10e0265d3fff,The Sound,London,https://musicbrainz.org/artist/b2c36d47-e5e3-4ac8-a967-10e0265d3fff,True,The Sound (band),"South London, London, England",https://en.wikipedia.org/wiki/The_Sound_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
583,Mammal Hands,497rp5TEzJffeBnUT0BeE1,Q18984313,205120,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q18984313,5fd9d175-1fed-45e5-a2b4-e4e727f34d8b,Mammal Hands,Norwich,https://musicbrainz.org/artist/5fd9d175-1fed-45e5-a2b4-e4e727f34d8b,False,Mammal Hands,"Norwich, UK",https://en.wikipedia.org/wiki/Mammal_Hands,False,proposed_two_sources,Norwich,medium,not_reviewed,,,,evidence_for_missing_claim,Norwich
584,Public Service Broadcasting,6VsiDFMZJlJ053P1uO4A6h,Q7257602,204661,London,London,London,reported_place,https://www.wikidata.org/wiki/Q7257602,93834e82-3a0b-4ec2-a2e4-6eca0a497e6d,Public Service Broadcasting,London,https://musicbrainz.org/artist/93834e82-3a0b-4ec2-a2e4-6eca0a497e6d,True,Public Service Broadcasting (band),"London, England",https://en.wikipedia.org/wiki/Public_Service_Broadcasting_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
585,Paper Lace,33W24YuaMUEk85MwRX6cRs,Q2050633,203759,Nottingham,Nottingham,Nottingham,reported_place,https://www.wikidata.org/wiki/Q2050633,c62995d6-a622-43e0-ae11-12a0f8638deb,Paper Lace,Nottingham,https://musicbrainz.org/artist/c62995d6-a622-43e0-ae11-12a0f8638deb,True,Paper Lace,"Nottingham, England",https://en.wikipedia.org/wiki/Paper_Lace,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Nottingham
586,Planet Perfecto,3Q9P0SbpaP9xsBtLUVK0Be,Q7201145,203707,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q7201145,20cb014a-8d4e-4f6d-9c3c-847a21c42051,Planet Perfecto,,https://musicbrainz.org/artist/20cb014a-8d4e-4f6d-9c3c-847a21c42051,,Planet Perfecto,United Kingdom,https://en.wikipedia.org/wiki/Planet_Perfecto,,unresolved,,low,not_reviewed,,,,unresolved,
587,Venom,5fwaejlOHVBAw1KhIPPaQe,Q192861,203523,Newcastle upon Tyne,Newcastle upon Tyne,Newcastle upon Tyne,reported_place,https://www.wikidata.org/wiki/Q192861,d2ad8774-9173-4970-8427-06b04df201c1,Venom,Newcastle upon Tyne,https://musicbrainz.org/artist/d2ad8774-9173-4970-8427-06b04df201c1,True,Venom (band),"Newcastle upon Tyne, England",https://en.wikipedia.org/wiki/Venom_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Newcastle upon Tyne
588,Lemon Jelly,5uh8Bhewltd8j0TLZjNImc,Q1444372,203232,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1444372,4cbbf0d6-6c78-4e3d-ab25-91b13603cf7c,Lemon Jelly,London,https://musicbrainz.org/artist/4cbbf0d6-6c78-4e3d-ab25-91b13603cf7c,True,Lemon Jelly,"London, England",https://en.wikipedia.org/wiki/Lemon_Jelly,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
589,The Go! Team,6veTV9sF06FBf2KN0xAdvo,Q1514317,202864,Brighton,Brighton,Brighton,reported_place,https://www.wikidata.org/wiki/Q1514317,8a396a9c-2e4f-47e2-a587-c26e93a0953f,The Go! Team,Brighton,https://musicbrainz.org/artist/8a396a9c-2e4f-47e2-a587-c26e93a0953f,True,The Go! Team,"Brighton, East Sussex, England",https://en.wikipedia.org/wiki/The_Go%21_Team,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Brighton
590,Sam And The Womp,3tgiOZXeC1DIimfprvfL64,Q2115414,201092,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q2115414,48ea491f-6ce7-4ee1-8b6f-3f5271904dc6,Sam and the Womp,,https://musicbrainz.org/artist/48ea491f-6ce7-4ee1-8b6f-3f5271904dc6,,Sam and the Womp,United Kingdom,https://en.wikipedia.org/wiki/Sam_and_the_Womp,,unresolved,,low,not_reviewed,,,,unresolved,
591,Virus Syndicate,0NV5eY4Jzg4ldg2ikGnV4n,Q14158679,200462,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q14158679,86d1c6a9-d372-43b1-88d1-674329dd53b9,Virus Syndicate,,https://musicbrainz.org/artist/86d1c6a9-d372-43b1-88d1-674329dd53b9,,Virus Syndicate,"Manchester, Greater Manchester, England",https://en.wikipedia.org/wiki/Virus_Syndicate,False,proposed_one_source,Manchester,medium,not_reviewed,,,,evidence_for_missing_claim,Manchester
592,The Twilight Sad,6e6GkaF6uiSEFuTrlvDJUF,Q750092,199417,Kilsyth,Kilsyth,Kilsyth,reported_place,https://www.wikidata.org/wiki/Q750092,d44d63b8-3da4-4f7d-aba1-a05ba8941b44,The Twilight Sad,Kilsyth,https://musicbrainz.org/artist/d44d63b8-3da4-4f7d-aba1-a05ba8941b44,True,The Twilight Sad,"Kilsyth, Lanarkshire, Scotland",https://en.wikipedia.org/wiki/The_Twilight_Sad,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Kilsyth
593,Napalm Death,3UqRgrDIQ208yNGiWKRMNt,Q321762,199401,Birmingham,Meriden,Meriden,reviewed_override,https://www.wikidata.org/wiki/Q321762,ce7bba8b-026b-4aa6-bddb-f98ed6d595e4,Napalm Death,Meriden,https://musicbrainz.org/artist/ce7bba8b-026b-4aa6-bddb-f98ed6d595e4,True,Napalm Death,"Meriden, West Midlands, England",https://en.wikipedia.org/wiki/Napalm_Death,True,corroborated_two_sources,,,corrected,Meriden,https://en.wikipedia.org/wiki/Napalm_Death,Both external origin sources identify Meriden; Birmingham is the broader scene association.,corrected,Meriden
594,Wishbone Ash,77zwstbi3x1IxnbDFg6uns,Q137758,199281,Torquay,Torquay,Torquay,reported_place,https://www.wikidata.org/wiki/Q137758,406f1b42-0c9e-4427-aeb7-02f78e188ec4,Wishbone Ash,Torquay,https://musicbrainz.org/artist/406f1b42-0c9e-4427-aeb7-02f78e188ec4,True,Wishbone Ash,"Torquay, Devon, England",https://en.wikipedia.org/wiki/Wishbone_Ash,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Torquay
595,World Party,0THUMJMWUd5L8os9K6O4FE,Q2504465,199197,London,London,London,reported_place,https://www.wikidata.org/wiki/Q2504465,f7691e08-2824-4e40-b126-4e4a20675036,World Party,London,https://musicbrainz.org/artist/f7691e08-2824-4e40-b126-4e4a20675036,True,World Party,"London, England",https://en.wikipedia.org/wiki/World_Party,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
596,letherette,1fQDzf4lnUF4DYngrLJH0m,Q16960515,199074,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q16960515,cd949939-d9f5-439f-b0aa-be08aa96c20f,Letherette,Wolverhampton,https://musicbrainz.org/artist/cd949939-d9f5-439f-b0aa-be08aa96c20f,False,Letherette,"Wolverhampton, UK",https://en.wikipedia.org/wiki/Letherette,False,proposed_two_sources,Wolverhampton,medium,not_reviewed,,,,evidence_for_missing_claim,Wolverhampton
597,Diamond Head,3z3KnhKZObj216IgfHYGVf,Q552377,199057,Stourbridge,Stourbridge,Stourbridge,reported_place,https://www.wikidata.org/wiki/Q552377,d3dd86df-2f57-4a97-8100-d09915343f60,Diamond Head,Stourbridge,https://musicbrainz.org/artist/d3dd86df-2f57-4a97-8100-d09915343f60,True,Diamond Head (British band),"Stourbridge, England",https://en.wikipedia.org/wiki/Diamond_Head_(British_band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Stourbridge
598,Gomez,4zPGlyitRvJo7iz6OKlETa,Q1536853,198405,Southport,Southport,Southport,reported_place,https://www.wikidata.org/wiki/Q1536853,304cdd9d-a04e-4eb2-865c-980a553a0efd,Gomez,Southport,https://musicbrainz.org/artist/304cdd9d-a04e-4eb2-865c-980a553a0efd,True,Gomez (band),"Southport, Merseyside, England",https://en.wikipedia.org/wiki/Gomez_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Southport
599,Babyshambles,0IBAqjHG8DSaD7PPCGnGiZ,Q797992,198309,London,London,London,reported_place,https://www.wikidata.org/wiki/Q797992,8e1e03fe-ebbc-467a-b541-857144db10fb,Babyshambles,London,https://musicbrainz.org/artist/8e1e03fe-ebbc-467a-b541-857144db10fb,True,Babyshambles,"London, England",https://en.wikipedia.org/wiki/Babyshambles,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
600,Brotherhood of Man,4Cyr5aqgXza16isOrQNOvo,Q832745,196558,United Kingdom,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q832745,d9581fbb-e1d1-4353-b2b8-033ddaf4f40c,Brotherhood of Man,London,https://musicbrainz.org/artist/d9581fbb-e1d1-4353-b2b8-033ddaf4f40c,False,Brotherhood of Man,"London, England",https://en.wikipedia.org/wiki/Brotherhood_of_Man,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
601,Sea Power,5zhn89Em2jWUUWdpcLO3YL,Q920131,196069,Brighton|Reading,,,unresolved_multiple_places,https://www.wikidata.org/wiki/Q920131,8830afec-83b3-4213-aad0-f6377f1d73ac,Sea Power,Reading,https://musicbrainz.org/artist/8830afec-83b3-4213-aad0-f6377f1d73ac,False,Sea Power,"Reading, Berkshire, England",https://en.wikipedia.org/wiki/Sea_Power,False,proposed_two_sources,Reading,medium,not_reviewed,,,,evidence_for_missing_claim,Reading
602,Band Aid,35S20clEkkSNUo23ViaslZ,Q806231,195618,London,London,London,reported_place,https://www.wikidata.org/wiki/Q806231,0ecaa896-58fa-4dca-b53d-8da7bc5f59c5,Band Aid,London,https://musicbrainz.org/artist/0ecaa896-58fa-4dca-b53d-8da7bc5f59c5,True,Band Aid (band),,https://en.wikipedia.org/wiki/Band_Aid_(band),,corroborated_one_source,,,not_reviewed,,,,confirmed,London
603,The View,1fy3AQc7grjf5LnCd7snSg,Q578954,195510,Dundee,Dundee,Dundee,reported_place,https://www.wikidata.org/wiki/Q578954,4dcffc18-b573-4850-833c-d08e2b7e93b3,The View,Dundee,https://musicbrainz.org/artist/4dcffc18-b573-4850-833c-d08e2b7e93b3,True,The View (band),"Dundee, Scotland",https://en.wikipedia.org/wiki/The_View_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Dundee
604,Thunderclap Newman,1USHlPahTZrCeJXS2v5pkF,Q2165685,194255,London,London,London,reported_place,https://www.wikidata.org/wiki/Q2165685,e5ef73d3-58ce-4a71-bbf7-72cf5cb2393a,Thunderclap Newman,London,https://musicbrainz.org/artist/e5ef73d3-58ce-4a71-bbf7-72cf5cb2393a,True,Thunderclap Newman,"London, England",https://en.wikipedia.org/wiki/Thunderclap_Newman,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
605,Tommy Lefroy,3vldh5Ceynytj6Iglw4haP,Q115209312,192772,London,London,London,reported_place,https://www.wikidata.org/wiki/Q115209312,12b95b7d-b422-4de6-b95a-32388f6073cf,Tommy Lefroy,Nashville,https://musicbrainz.org/artist/12b95b7d-b422-4de6-b95a-32388f6073cf,False,Tommy Lefroy,"London, England",https://en.wikipedia.org/wiki/Tommy_Lefroy,True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,London
606,City of London Sinfonia,4JKHXlntTvmZnLxjbeRcPL,Q2974592,190860,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q2974592,4ee56bc1-d642-4f71-adfb-48e4eea89f12,City of London Sinfonia,,https://musicbrainz.org/artist/4ee56bc1-d642-4f71-adfb-48e4eea89f12,,City of London Sinfonia,"London, UK",https://en.wikipedia.org/wiki/City_of_London_Sinfonia,False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
607,The Fall,6WoTvA9qinpHtSRJuldYh6,Q909916,190295,Prestwich,Prestwich,Prestwich,reported_place,https://www.wikidata.org/wiki/Q909916,d5da1841-9bc8-4813-9f89-11098090148e,The Fall,Prestwich,https://musicbrainz.org/artist/d5da1841-9bc8-4813-9f89-11098090148e,True,The Fall (band),"Prestwich, Greater Manchester, England",https://en.wikipedia.org/wiki/The_Fall_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Prestwich
608,Autechre,6WH1V41LwGDGmlPUhSZLHO,Q247237,187473,Rochdale,Rochdale,Rochdale,reported_place,https://www.wikidata.org/wiki/Q247237,410c9baf-5469-44f6-9852-826524b80c61,Autechre,Rochdale,https://musicbrainz.org/artist/410c9baf-5469-44f6-9852-826524b80c61,True,Autechre,"Rochdale, Greater Manchester, England",https://en.wikipedia.org/wiki/Autechre,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Rochdale
609,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Q1515611,186449,Bellshill,Bellshill,Bellshill,reported_place,https://www.wikidata.org/wiki/Q1515611,e6f8912b-7df9-4aae-b551-2cd03dc29588,Teenage Fanclub,Bellshill,https://musicbrainz.org/artist/e6f8912b-7df9-4aae-b551-2cd03dc29588,True,Teenage Fanclub,"Glasgow, Scotland",https://en.wikipedia.org/wiki/Teenage_Fanclub,False,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Bellshill
610,The Pigeon Detectives,7FPkZue0zzjHaOPJb4WCw3,Q1469656,184605,Rothwell,Rothwell,Rothwell,reported_place,https://www.wikidata.org/wiki/Q1469656,2e04a82f-9118-43b1-a918-bf84f122f7fc,The Pigeon Detectives,Leeds,https://musicbrainz.org/artist/2e04a82f-9118-43b1-a918-bf84f122f7fc,False,The Pigeon Detectives,"Rothwell, West Yorkshire, England",https://en.wikipedia.org/wiki/The_Pigeon_Detectives,True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Rothwell
611,The Qemists,2McLd7klWE4UjkPLqqMwLv,Q2067701,184241,Brighton,Brighton,Brighton,reported_place,https://www.wikidata.org/wiki/Q2067701,eae38719-96b6-4aa5-8303-5bb08f953c86,The Qemists,Brighton,https://musicbrainz.org/artist/eae38719-96b6-4aa5-8303-5bb08f953c86,True,The Qemists,"Brighton, England",https://en.wikipedia.org/wiki/The_Qemists,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Brighton
612,Bomb The Bass,1G3Eh23f2hwhEnAMw7HsZ6,Q891757,184150,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q891757,b2a28d4a-5f5d-49f6-b944-9f5a4bffc4d9,Bomb the Bass,London,https://musicbrainz.org/artist/b2a28d4a-5f5d-49f6-b944-9f5a4bffc4d9,False,Bomb the Bass,"London, England",https://en.wikipedia.org/wiki/Bomb_the_Bass,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
613,Way Out West,3HghjRl8Mo6OJWG0WElY2z,Q1431341,183677,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1431341,2c2a80cf-193d-4be6-992e-311428085474,Way Out West,Bristol,https://musicbrainz.org/artist/2c2a80cf-193d-4be6-992e-311428085474,False,Way Out West (duo),"Bristol, England",https://en.wikipedia.org/wiki/Way_Out_West_(duo),False,proposed_two_sources,Bristol,medium,not_reviewed,,,,evidence_for_missing_claim,Bristol
614,Japan,7vPXrGlSGukcwpaPxUfKKR,Q174933,183396,Catford,Catford,Catford,reported_place,https://www.wikidata.org/wiki/Q174933,697e7111-5630-4c77-83f3-39821bacc61a,Japan,Catford,https://musicbrainz.org/artist/697e7111-5630-4c77-83f3-39821bacc61a,True,Japan (band),"Catford, South London, England",https://en.wikipedia.org/wiki/Japan_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Catford
615,King King,4SXsNXgRundFdewI58vbZT,Q21288873,182479,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q21288873,c6175350-0452-4bc0-9d15-ba755d0d5584,King King,,https://musicbrainz.org/artist/c6175350-0452-4bc0-9d15-ba755d0d5584,,King King (band),"Lincoln, England",https://en.wikipedia.org/wiki/King_King_(band),False,proposed_one_source,Lincoln,medium,not_reviewed,,,,evidence_for_missing_claim,Lincoln
