popularity_rank,capture_key,city,returned_spotify_id,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access,requested_spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label,identity_decision,origin_override,reason,source_url,identity_name_match,identity_status,identity_accepted,band_eligible,eligibility_status,requested_is_returned,redirect_duplicate,origin_cluster,origin_resolution
886,Thy Slaughter [4tXmMY3u0qbzec7aocHPPt],,4tXmMY3u0qbzec7aocHPPt,Thy Slaughter,44871,15187,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4tXmMY3u0qbzec7aocHPPt,Q130775275,Thy Slaughter,Thy Slaughter,,,musical duo|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
887,D*Minds [6hlQVaiKiA8Y9K12cTQPrF],,6hlQVaiKiA8Y9K12cTQPrF,D*Minds,44572,4577,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6hlQVaiKiA8Y9K12cTQPrF,Q5203219,D*Minds,D*Minds,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
888,Noise Foundation [68nnzWZxUGFW1ss9rEhUPP],,68nnzWZxUGFW1ss9rEhUPP,Noise Foundation,44527,559,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,68nnzWZxUGFW1ss9rEhUPP,Q138608483,Noise Foundation,Noise Foundation,,,solo musical project,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
889,Gama Bomb [7h0muodpQ1q5o3RajwownN],,7h0muodpQ1q5o3RajwownN,Gama Bomb,44268,83436,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7h0muodpQ1q5o3RajwownN,Q1492853,Gama Bomb,Gama Bomb,Q269980,Newry,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Newry,reported_place
890,Pitchshifter [10aXVE8RSUCeMzaFvBnZ2i],,10aXVE8RSUCeMzaFvBnZ2i,Pitchshifter,43987,48946,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,10aXVE8RSUCeMzaFvBnZ2i,Q2005871,Pitchshifter,Pitchshifter,Q41262,Nottingham,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Nottingham,reported_place
891,Phil Campbell and the Bastard Sons [7fRzvXVDS5fOLD91WQwE6q],,7fRzvXVDS5fOLD91WQwE6q,Phil Campbell and the Bastard Sons,43860,47440,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7fRzvXVDS5fOLD91WQwE6q,Q47501791,Phil Campbell and the Bastard Sons,Phil Campbell and the Bastard Sons,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
892,Ether [07PXLHOMh4k77DLNE0EolG],,07PXLHOMh4k77DLNE0EolG,Ether,43789,3646,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,07PXLHOMh4k77DLNE0EolG,Q5403291,Ether,Ether,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
893,Modern Romance [7KiK3DokuIW5BVZu5Y5kph],,7KiK3DokuIW5BVZu5Y5kph,Modern Romance,43441,12292,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7KiK3DokuIW5BVZu5Y5kph,Q6888844,Modern Romance,Modern Romance,Q21,England,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
894,Lanterns on the Lake [7sx3r4lMo079vO7lIi0fng],,7sx3r4lMo079vO7lIi0fng,Lanterns on the Lake,43202,38093,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7sx3r4lMo079vO7lIi0fng,Q14158905,Lanterns on the Lake,Lanterns on the Lake,Q1425428,Newcastle upon Tyne,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Newcastle upon Tyne,reported_place
895,The Crazy World of Arthur Brown [2LpdhgwN0mYKMjnzrBQU8H],,2LpdhgwN0mYKMjnzrBQU8H,The Crazy World Of Arthur Brown,43146,16217,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2LpdhgwN0mYKMjnzrBQU8H,Q377770,The Crazy World of Arthur Brown,The Crazy World of Arthur Brown,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
896,Kings of the City [7FWu3peCUoaSGOc4PwxwTH],,7FWu3peCUoaSGOc4PwxwTH,Kings Of The City,43136,6557,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7FWu3peCUoaSGOc4PwxwTH,Q6413105,Kings of the City,Kings of the City,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
897,Alisha's Attic [43lLY3aEg3yQz8sYhyvdn5],,43lLY3aEg3yQz8sYhyvdn5,Alisha's Attic,42752,19496,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,43lLY3aEg3yQz8sYhyvdn5,Q6601851,Alisha's Attic,Alisha's Attic,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
898,A Certain Ratio [2vygNfdnPBXah21ZrqhxYk],,2vygNfdnPBXah21ZrqhxYk,A Certain Ratio,42710,46261,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2vygNfdnPBXah21ZrqhxYk,Q300348,A Certain Ratio,A Certain Ratio,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
899,The Rifles [3Sr1muUE6DYihFufoHpnfc],,3Sr1muUE6DYihFufoHpnfc,The Rifles,42702,74510,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3Sr1muUE6DYihFufoHpnfc,Q493700,The Rifles,The Rifles,Q3778007,Chingford,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Chingford,reported_place
900,Heavy Lungs [07eIrj0b3z5mgvtkDmWoxo],,07eIrj0b3z5mgvtkDmWoxo,Heavy Lungs,42610,33237,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,07eIrj0b3z5mgvtkDmWoxo,Q105883290,Heavy Lungs,Heavy Lungs,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
901,Young Marble Giants [0tQ2Q4y9iUkKszxXyB14ZH],,0tQ2Q4y9iUkKszxXyB14ZH,Young Marble Giants,42598,62664,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0tQ2Q4y9iUkKszxXyB14ZH,Q2164036,Young Marble Giants,Young Marble Giants,Q10690,Cardiff,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Cardiff,reported_place
902,Cathedral [5O7ziOtiFUyRMBJN1J4Tpv],,5O7ziOtiFUyRMBJN1J4Tpv,Cathedral,42528,96540,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5O7ziOtiFUyRMBJN1J4Tpv,Q1050878,Cathedral,Cathedral,Q6225,Coventry,heavy metal band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Coventry,reported_place
903,Wings of Desire [1M684BN2C8BO9WwB0xeXJo],,1M684BN2C8BO9WwB0xeXJo,Wings of Desire,41995,6904,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1M684BN2C8BO9WwB0xeXJo,Q124131161,Wings of Desire,Wings of Desire,,,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
904,Onslaught [71lhIVHJ24x9hEcwFSWuOf],,71lhIVHJ24x9hEcwFSWuOf,Onslaught,41973,106888,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,71lhIVHJ24x9hEcwFSWuOf,Q1417965,Onslaught,Onslaught,Q23154,Bristol,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Bristol,reported_place
905,The Associates [7GsdZ6T45uXudJ8Wsko9sB],,7GsdZ6T45uXudJ8Wsko9sB,The Associates,41622,50912,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7GsdZ6T45uXudJ8Wsko9sB,Q743137,The Associates,The Associates,Q123709,Dundee,musical group,Scotland,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Dundee,reported_place
906,Mesh [1uS4cYRRZRtauASIM9RxBG],,1uS4cYRRZRtauASIM9RxBG,Mesh,41618,38152,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1uS4cYRRZRtauASIM9RxBG,Q250009,Mesh,Mesh,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
907,Rolo Tomassi [3uHCTHxtg3IVAvhyrYsZvI],,3uHCTHxtg3IVAvhyrYsZvI,Rolo Tomassi,41494,78649,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3uHCTHxtg3IVAvhyrYsZvI,Q7361393,Rolo Tomassi,Rolo Tomassi,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Sheffield,reported_place
908,Lonely The Brave [7Ks1xbMXEQjy9aQObTJdId],,7Ks1xbMXEQjy9aQObTJdId,Lonely The Brave,40908,47704,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7Ks1xbMXEQjy9aQObTJdId,Q20127907,Lonely The Brave,Lonely The Brave,Q350,Cambridge,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Cambridge,reported_place
909,Gen and the Degenerates [7oEVPoHXaj73ddUCTNlO9E],,7oEVPoHXaj73ddUCTNlO9E,Gen and the Degenerates,40842,15062,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7oEVPoHXaj73ddUCTNlO9E,Q105085574,Gen and the Degenerates,Gen and the Degenerates,,,musical group|rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
910,The Puppini Sisters [1svaANJTE5KrG16fTGDqOs],,1svaANJTE5KrG16fTGDqOs,The Puppini Sisters,40797,69632,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1svaANJTE5KrG16fTGDqOs,Q1850284,The Puppini Sisters,The Puppini Sisters,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
911,Nimmo [76MojWoWNPzzKdrEspy5sl],,76MojWoWNPzzKdrEspy5sl,NIMMO,40726,14459,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,76MojWoWNPzzKdrEspy5sl,Q106879795,Nimmo,Nimmo,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
912,Bis [2CLWZP9ZwueC8Yx9ORbxlW],,2CLWZP9ZwueC8Yx9ORbxlW,bis,40316,13258,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2CLWZP9ZwueC8Yx9ORbxlW,Q471241,Bis,Bis,Q4093,Glasgow,musical group,Scotland,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Glasgow,reported_place
913,Morning Runner [3UvsX37JzJrmhTea2t3Wei],,3UvsX37JzJrmhTea2t3Wei,Morning Runner,40259,8121,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3UvsX37JzJrmhTea2t3Wei,Q1948294,Morning Runner,Morning Runner,Q161491,Reading,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Reading,reported_place
914,One Minute Silence [5uO1Dms6wMs4J3sSdcKEMh],,5uO1Dms6wMs4J3sSdcKEMh,One Minute Silence,39696,41759,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5uO1Dms6wMs4J3sSdcKEMh,Q1124940,One Minute Silence,One Minute Silence,,,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
915,InsideInfo [4HVopeHcb4aGTBsfIRrRcQ],,4HVopeHcb4aGTBsfIRrRcQ,InsideInfo,39084,25281,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4HVopeHcb4aGTBsfIRrRcQ,Q63242079,InsideInfo,InsideInfo,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
916,Plump DJs [1daC6WKGAm52YZbL5G7zYg],,1daC6WKGAm52YZbL5G7zYg,Plump DJs,39025,39640,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1daC6WKGAm52YZbL5G7zYg,Q6317600,Plump DJs,Plump DJs,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
917,The Rakes [7mDQwcnDUGuSoggxbUtVc1],,7mDQwcnDUGuSoggxbUtVc1,The Rakes,38909,55169,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7mDQwcnDUGuSoggxbUtVc1,Q1762436,The Rakes,The Rakes,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
918,Red Lorry Yellow Lorry [6ixeWfTvnU1VOVPEVP5Bcq],,6ixeWfTvnU1VOVPEVP5Bcq,Red Lorry Yellow Lorry,38041,51142,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6ixeWfTvnU1VOVPEVP5Bcq,Q1575233,Red Lorry Yellow Lorry,Red Lorry Yellow Lorry,Q39121,Leeds,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Leeds,reported_place
919,Hallucinogen [5Lel5d14oFwC4XbKDv2AKW],,5Lel5d14oFwC4XbKDv2AKW,Hallucinogen,37698,66590,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5Lel5d14oFwC4XbKDv2AKW,Q11893563,Hallucinogen,Hallucinogen,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
920,Slow Club [75Kh0eqgzo9f43Dan1JzSV],,75Kh0eqgzo9f43Dan1JzSV,Slow Club,37665,57600,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,75Kh0eqgzo9f43Dan1JzSV,Q1688137,Slow Club,Slow Club,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Sheffield,reported_place
921,Two Lone Swordsmen [33Ztukerf3He8FeKk5acn8],,33Ztukerf3He8FeKk5acn8,Two Lone Swordsmen,37114,40442,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,33Ztukerf3He8FeKk5acn8,Q3542601,Two Lone Swordsmen,Two Lone Swordsmen,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
922,Angelic Upstarts [5z96yaS2s1USscDldCCDgw],,5z96yaS2s1USscDldCCDgw,Angelic Upstarts,37083,52277,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5z96yaS2s1USscDldCCDgw,Q521396,Angelic Upstarts,Angelic Upstarts,Q279000,South Shields,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,South Shields,reported_place
923,Pigs Pigs Pigs Pigs Pigs Pigs Pigs [1F7QDWyZTLGzkyGLgFjEhU],,1F7QDWyZTLGzkyGLgFjEhU,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,37035,72472,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1F7QDWyZTLGzkyGLgFjEhU,Q93962241,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Q1425428,Newcastle upon Tyne,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Newcastle upon Tyne,reported_place
924,The Sweet [64JgVJdkSDXU6AEJUOnspK],,64JgVJdkSDXU6AEJUOnspK,The Sweet,36967,11359,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,64JgVJdkSDXU6AEJUOnspK,Q487919,The Sweet,The Sweet,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
925,Savages [1WFsBUAgQmrGQQEUyFKS60],,1WFsBUAgQmrGQQEUyFKS60,Savages,36562,130669,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1WFsBUAgQmrGQQEUyFKS60,Q5404233,Savages,Savages,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
926,Digital Dog [1lbp4Rrpi6ug3cGZF9LWXq],,1lbp4Rrpi6ug3cGZF9LWXq,Digital Dog,36424,907,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1lbp4Rrpi6ug3cGZF9LWXq,Q5275840,Digital Dog,Digital Dog,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
927,The 411 [0YtA5DdO2df8zIxpVdktqg],,0YtA5DdO2df8zIxpVdktqg,The 411,36002,38204,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0YtA5DdO2df8zIxpVdktqg,Q365321,The 411,The 411,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
928,Peter and the Test Tube Babies [2mHQfi32bOrYcD42cazcmh],,2mHQfi32bOrYcD42cazcmh,Peter and the Test Tube Babies,35963,46920,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2mHQfi32bOrYcD42cazcmh,Q2000167,Peter and the Test Tube Babies,Peter and the Test Tube Babies,Q1935259,Peacehaven,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Peacehaven,reported_place
929,Man-Made Sunshine [3o7Com7ZIpDARXoOHwK4th],,3o7Com7ZIpDARXoOHwK4th,Man-Made Sunshine,35712,40010,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3o7Com7ZIpDARXoOHwK4th,Q131540831,Man-Made Sunshine,Man-Made Sunshine,,,solo musical project,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
930,Puressence [1cFIgop2t8jZzlM7TVePLY],,1cFIgop2t8jZzlM7TVePLY,Puressence,35668,14385,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1cFIgop2t8jZzlM7TVePLY,Q3410949,Puressence,Puressence,Q2346848,Failsworth,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Failsworth,reported_place
931,Moodswings [64Qk682XX2D0jk14ioYDGx],,64Qk682XX2D0jk14ioYDGx,Moodswings,35615,2398,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,64Qk682XX2D0jk14ioYDGx,Q6907168,Moodswings,Moodswings,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
932,Spunge [6vxyuUNiILvDzBfLxgu0KT],,6vxyuUNiILvDzBfLxgu0KT,[spunge],35282,21846,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6vxyuUNiILvDzBfLxgu0KT,Q3494280,Spunge,Spunge,Q1000717,Tewkesbury,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Tewkesbury,reported_place
933,Grade 2 [61NdtTZaI4ZaMVNySovN0b],,61NdtTZaI4ZaMVNySovN0b,Grade 2,35157,28578,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,61NdtTZaI4ZaMVNySovN0b,Q16251607,Grade 2,Grade 2,Q776556,Ryde,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Ryde,reported_place
934,Sky [6OzpbdankE26K03oeoHhPN],,6OzpbdankE26K03oeoHhPN,Sky,35087,12841,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6OzpbdankE26K03oeoHhPN,Q1564341,Sky,Sky,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
935,One Eskimo [1K1m6K2IZOcbyabxB2jXjg],,1K1m6K2IZOcbyabxB2jXjg,One Eskimo,35030,11103,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1K1m6K2IZOcbyabxB2jXjg,Q4045817,One Eskimo,One Eskimo,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
936,Dubstar [3SRTWBeGhX3o5DCQ2zzTdI],,3SRTWBeGhX3o5DCQ2zzTdI,Dubstar,34962,17970,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3SRTWBeGhX3o5DCQ2zzTdI,Q372843,Dubstar,Dubstar,Q1425428,Newcastle upon Tyne,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Newcastle upon Tyne,reported_place
937,Goat Girl [1ukEEwzjucRtFTxiw2DrDZ],,1ukEEwzjucRtFTxiw2DrDZ,Goat Girl,34711,81408,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1ukEEwzjucRtFTxiw2DrDZ,Q78534002,Goat Girl,Goat Girl,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
938,Octopus [4unGdyZQTgdMSRqmsZsJZ1],,4unGdyZQTgdMSRqmsZsJZ1,Octopus,34584,2173,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4unGdyZQTgdMSRqmsZsJZ1,Q7077080,Octopus,Octopus,Q1009915,Shotts,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Shotts,reported_place
939,The Wild Swans [63yEaRONzlJVu1ozymo4Fk],,63yEaRONzlJVu1ozymo4Fk,The Wild Swans,34532,17544,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,63yEaRONzlJVu1ozymo4Fk,Q7774898,The Wild Swans,The Wild Swans,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Liverpool,reported_place
940,Ambrosian Singers [3zDEBkBUs36ij8r5Hyz2CN],,3zDEBkBUs36ij8r5Hyz2CN,Ambrosian Singers,34498,962,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3zDEBkBUs36ij8r5Hyz2CN,Q2588958,Ambrosian Singers,Ambrosian Singers,Q84,London,choir|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
941,The Wake [39aYm70XPfUpkMIKSfeeig],,39aYm70XPfUpkMIKSfeeig,The Wake,34392,26671,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,39aYm70XPfUpkMIKSfeeig,Q3523258,The Wake,The Wake,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Glasgow,reported_place
942,Rumahoy [52aKFP2BnAa28POINNExhE],,52aKFP2BnAa28POINNExhE,Rumahoy,34135,24027,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,52aKFP2BnAa28POINNExhE,Q116609986,Rumahoy,Rumahoy,,,musical group,Scotland,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
943,The Gesualdo Six [2z846SqjChnjieVgTfRq3X],,2z846SqjChnjieVgTfRq3X,The Gesualdo Six,34122,15910,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2z846SqjChnjieVgTfRq3X,Q24887435,The Gesualdo Six,The Gesualdo Six,,,vocal group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
944,James and the Cold Gun [5YFIVhzlaYH9Yadjw9gSUx],,5YFIVhzlaYH9Yadjw9gSUx,James and the Cold Gun,34074,12359,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5YFIVhzlaYH9Yadjw9gSUx,Q137757793,James and the Cold Gun,James and the Cold Gun,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
945,Classix Nouveaux [40PsC6cWe7ZQdOUTqF5JgD],,40PsC6cWe7ZQdOUTqF5JgD,Classix Nouveaux,34070,31887,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,40PsC6cWe7ZQdOUTqF5JgD,Q2976627,Classix Nouveaux,Classix Nouveaux,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
