popularity_rank,capture_key,city,returned_spotify_id,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access,requested_spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label,identity_decision,origin_override,reason,source_url,identity_name_match,identity_status,identity_accepted,band_eligible,eligibility_status,requested_is_returned,redirect_duplicate,origin_cluster,origin_resolution
946,Current 93 [7vF3DcPluq6lZI36VniagW],,7vF3DcPluq6lZI36VniagW,Current 93,33791,83424,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7vF3DcPluq6lZI36VniagW,Q739657,Current 93,Current 93,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
947,Kissing the Pink [5B9MfAU2KZlyvsofev6XXR],,5B9MfAU2KZlyvsofev6XXR,Kissing The Pink,33343,10782,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5B9MfAU2KZlyvsofev6XXR,Q3197517,Kissing the Pink,Kissing the Pink,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
948,Low Island [5MCl6mca6ZixPR36dHH9Sd],,5MCl6mca6ZixPR36dHH9Sd,Low Island,31768,21054,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5MCl6mca6ZixPR36dHH9Sd,Q113878754,Low Island,Low Island,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
949,Cleopatra [7mu52yh5bBhhJOyVndAEZW],,7mu52yh5bBhhJOyVndAEZW,Cleopatra,31723,33076,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7mu52yh5bBhhJOyVndAEZW,Q3680523,Cleopatra,Cleopatra,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
950,DearALICE [1pMIULCflTFyzyv5vT1OzU],,1pMIULCflTFyzyv5vT1OzU,dearALICE,31267,28780,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1pMIULCflTFyzyv5vT1OzU,Q132200349,DearALICE,DearALICE,,,boy band|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
951,Witchfinder General [1QqtUGvZnULbTYLj6y69vO],,3tDg9XbUbQS0dbaSnFNvvk,Witchfinder General,31258,64357,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1QqtUGvZnULbTYLj6y69vO,Q1814408,Witchfinder General,Witchfinder General,Q661707,Stourbridge,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,False,False,Stourbridge,reported_place
952,The Incredible String Band [0tQzBYPjAardhWpGkqVdNW],,0tQzBYPjAardhWpGkqVdNW,The Incredible String Band,31217,60628,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0tQzBYPjAardhWpGkqVdNW,Q1500510,The Incredible String Band,The Incredible String Band,Q23436,Edinburgh,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Edinburgh,reported_place
953,Vessels [6Y1nACvxtuuTjKx2b4Rwmb],,6Y1nACvxtuuTjKx2b4Rwmb,Vessels,31211,35493,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6Y1nACvxtuuTjKx2b4Rwmb,Q7923356,Vessels,Vessels,Q39121,Leeds,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Leeds,reported_place
954,Peter Green Splinter Group [77aUDqXRIvkDNxARfYwoHC],,77aUDqXRIvkDNxARfYwoHC,Peter Green Splinter Group,31080,41317,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,77aUDqXRIvkDNxARfYwoHC,Q7174364,Peter Green Splinter Group,Peter Green Splinter Group,,,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
955,The Field Mice [3KH6DLHeoFZgVbtKiLXb6L],,3KH6DLHeoFZgVbtKiLXb6L,The Field Mice,31075,29459,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3KH6DLHeoFZgVbtKiLXb6L,Q7733724,The Field Mice,The Field Mice,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
956,Rudimentary Peni [6NCFDKbtkbJhgjQcFicLBi],,6NCFDKbtkbJhgjQcFicLBi,Rudimentary Peni,31002,42267,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6NCFDKbtkbJhgjQcFicLBi,Q2719617,Rudimentary Peni,Rudimentary Peni,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
957,Skarlett Riot [6IN0ZavFCDhKZ2N3NT7E3z],,6IN0ZavFCDhKZ2N3NT7E3z,Skarlett Riot,30983,41251,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6IN0ZavFCDhKZ2N3NT7E3z,Q30116699,Skarlett Riot,Skarlett Riot,Q913386,Scunthorpe,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Scunthorpe,reported_place
958,Spinal Tap [65X3sG8LVBQN5033RqB6qn],,65X3sG8LVBQN5033RqB6qn,Spinal Tap,30887,59910,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,65X3sG8LVBQN5033RqB6qn,Q741661,Spinal Tap,Spinal Tap,Q145|Q30,United Kingdom|United States,fictional musical ensemble|rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,United States,reported_place
959,Tigertailz [1xo5zONg7VWkVmR0I0YO4d],,1xo5zONg7VWkVmR0I0YO4d,Tigertailz,30839,28199,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1xo5zONg7VWkVmR0I0YO4d,Q2712179,Tigertailz,Tigertailz,Q10690,Cardiff,musical group,Wales,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Cardiff,reported_place
960,Ozric Tentacles [0Iv00ucAIqr5KVS7bXGFa9],,0Iv00ucAIqr5KVS7bXGFa9,Ozric Tentacles,30429,97411,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0Iv00ucAIqr5KVS7bXGFa9,Q1550383,Ozric Tentacles,Ozric Tentacles,Q23157,Somerset,rock band,England,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Somerset,reported_place
961,The Tiger Lillies [72o2T9aqYR2PFNYpzYrMmw],,72o2T9aqYR2PFNYpzYrMmw,The Tiger Lillies,30200,68137,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,72o2T9aqYR2PFNYpzYrMmw,Q724783,The Tiger Lillies,The Tiger Lillies,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
962,The Auteurs [5EtBXjUUyPJmiljpRdN6RJ],,5EtBXjUUyPJmiljpRdN6RJ,The Auteurs,30197,22347,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5EtBXjUUyPJmiljpRdN6RJ,Q144942,The Auteurs,The Auteurs,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
963,FM [3BxngwxP94n0itZ8q1hwf9],,3BxngwxP94n0itZ8q1hwf9,FM,30171,29860,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3BxngwxP94n0itZ8q1hwf9,Q3737249,FM,FM,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
964,Gallagher and Lyle [2Kq6loh0WNVAGEHlDxxprf],,2Kq6loh0WNVAGEHlDxxprf,Gallagher And Lyle,30115,11245,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2Kq6loh0WNVAGEHlDxxprf,Q505149,Gallagher and Lyle,Gallagher and Lyle,,,male duo|musical duo,Scotland,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
965,Futurecop! [10yA9Y6h5wbDaX5XuZuA9X],,10yA9Y6h5wbDaX5XuZuA9X,Futurecop!,30022,37012,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,10yA9Y6h5wbDaX5XuZuA9X,Q5510868,Futurecop!,Futurecop!,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
966,Treetop Flyers [6Um25UMHv0fzcEHYGQJPXv],,6Um25UMHv0fzcEHYGQJPXv,Treetop Flyers,29843,9167,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6Um25UMHv0fzcEHYGQJPXv,Q7837745,Treetop Flyers,Treetop Flyers,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
967,Brother Beyond [6To7KuC86pBGCtkRUiq80O],,6To7KuC86pBGCtkRUiq80O,Brother Beyond,29759,27195,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6To7KuC86pBGCtkRUiq80O,Q1144085,Brother Beyond,Brother Beyond,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
968,As Lions [30Ns8wCbxSPz2L1tnSypTG],,30Ns8wCbxSPz2L1tnSypTG,As Lions,29728,23599,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,30Ns8wCbxSPz2L1tnSypTG,Q29784258,As Lions,As Lions,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
969,Greyhound [24m8te3cM8e8cSABOrakXG],,24m8te3cM8e8cSABOrakXG,Greyhound,29347,2241,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,24m8te3cM8e8cSABOrakXG,Q1288372,Greyhound,Greyhound,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
970,Demented Are Go [7fvToIpjDfwtLhAoZdVF5W],,7fvToIpjDfwtLhAoZdVF5W,Demented Are Go,29315,57898,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7fvToIpjDfwtLhAoZdVF5W,Q494215,Demented Are Go,Demented Are Go,Q10690,Cardiff,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Cardiff,reported_place
971,Tokyo Blade [6F9tjDKhGtXlm9M4s30KD5],,6F9tjDKhGtXlm9M4s30KD5,Tokyo Blade,29143,51726,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6F9tjDKhGtXlm9M4s30KD5,Q2294469,Tokyo Blade,Tokyo Blade,Q160642,Salisbury,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Salisbury,reported_place
972,Snuff [39Yw8FPJXDJyf5L4vK7TD3],,39Yw8FPJXDJyf5L4vK7TD3,Snuff,29124,31826,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,39Yw8FPJXDJyf5L4vK7TD3,Q1418489,Snuff,Snuff,Q149787,Hendon,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Hendon,reported_place
973,Freaks [53L5KERK0sEsE16Hkg9Z28],,53L5KERK0sEsE16Hkg9Z28,Freaks,29115,4296,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,53L5KERK0sEsE16Hkg9Z28,Q5494265,Freaks,Freaks,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
974,The High Numbers [23v7cVwWDv8VhPWTAePufN],,23v7cVwWDv8VhPWTAePufN,The High Numbers,29092,6697,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,23v7cVwWDv8VhPWTAePufN,Q68981254,The High Numbers,The High Numbers,,,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
975,Love Sculpture [4D1hYdWKVKyQQQNxNHlYtq],,4D1hYdWKVKyQQQNxNHlYtq,Love Sculpture,29038,8138,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4D1hYdWKVKyQQQNxNHlYtq,Q432233,Love Sculpture,Love Sculpture,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
976,Freur [6MrHEQVD40SO8XWTBNELkl],,6MrHEQVD40SO8XWTBNELkl,Freur,28911,7682,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6MrHEQVD40SO8XWTBNELkl,Q1984800,Freur,Freur,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
977,Xentrix [5lYOBorQmZgCCPxJYCjSmO],,5lYOBorQmZgCCPxJYCjSmO,Xentrix,28811,43772,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5lYOBorQmZgCCPxJYCjSmO,Q278428,Xentrix,Xentrix,Q184090,Preston,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Preston,reported_place
978,False Heads [2tZaXwpCHEhoVEBQuRI4vu],,2tZaXwpCHEhoVEBQuRI4vu,False Heads,28786,39797,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2tZaXwpCHEhoVEBQuRI4vu,Q48814836,False Heads,False Heads,,,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
979,Wishful Thinking [5zygW1RJOV0Wji8CcxD5eN],,5zygW1RJOV0Wji8CcxD5eN,Wishful Thinking,28744,2181,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5zygW1RJOV0Wji8CcxD5eN,Q65118209,Wishful Thinking,Wishful Thinking,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
980,Au Pairs [5nGQE2ehuRkkK1iNUQQthd],,5nGQE2ehuRkkK1iNUQQthd,Au Pairs,28536,40413,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5nGQE2ehuRkkK1iNUQQthd,Q758380,Au Pairs,Au Pairs,Q2256,Birmingham,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Birmingham,reported_place
981,Ciel [419lBVMZC4wFzJg8evBZ4g],,419lBVMZC4wFzJg8evBZ4g,CIEL,28366,8575,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,419lBVMZC4wFzJg8evBZ4g,Q112031859,Ciel,Ciel,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
982,Edgar Broughton Band [3vq20FWRCImmgoatehNMmg],,3vq20FWRCImmgoatehNMmg,Edgar Broughton Band,27912,21814,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3vq20FWRCImmgoatehNMmg,Q1639834,Edgar Broughton Band,Edgar Broughton Band,Q549761,Warwick,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Warwick,reported_place
983,The Daydream Club [3U6eCXHFS6wQVuFuqeW09m],,3U6eCXHFS6wQVuFuqeW09m,The Daydream Club,27883,10498,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3U6eCXHFS6wQVuFuqeW09m,Q2410735,The Daydream Club,The Daydream Club,Q23106,Leicestershire,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Leicestershire,reported_place
984,Fanfarlo [2Ag3w3cSdRHgzPNi60WABE],,2Ag3w3cSdRHgzPNi60WABE,Fanfarlo,27870,42762,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2Ag3w3cSdRHgzPNi60WABE,Q2624757,Fanfarlo,Fanfarlo,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
985,Sun's Signature [112n8pqLHAybFBHk2nB9yp],,112n8pqLHAybFBHk2nB9yp,Sun's Signature,27652,23696,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,112n8pqLHAybFBHk2nB9yp,Q124963818,Sun's Signature,Sun's Signature,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
986,Amazulu [2hGy0cp0xoWYWTjz6In3cg],,2hGy0cp0xoWYWTjz6In3cg,Amazulu,27611,8468,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2hGy0cp0xoWYWTjz6In3cg,Q456540,Amazulu,Amazulu,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
987,Zion Train [6sDKfmMPaTI7MYeFoNFrg7],,6sDKfmMPaTI7MYeFoNFrg7,Zion Train,27563,26857,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6sDKfmMPaTI7MYeFoNFrg7,Q2393241,Zion Train,Zion Train,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
988,Another Sunny Day [6EGQKKjGZOxDJ1iy7Pw25M],,6EGQKKjGZOxDJ1iy7Pw25M,Another Sunny Day,27420,24920,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6EGQKKjGZOxDJ1iy7Pw25M,Q536403,Another Sunny Day,Another Sunny Day,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
989,The Duke Spirit [5lModM3s3qlPQKYjtwWuXD],,5lModM3s3qlPQKYjtwWuXD,The Duke Spirit,27367,28248,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5lModM3s3qlPQKYjtwWuXD,Q4992445,The Duke Spirit,The Duke Spirit,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
990,O. Children [7J7hOGRAdXQdhMXeqf020e],,7J7hOGRAdXQdhMXeqf020e,O. Children,27293,30220,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7J7hOGRAdXQdhMXeqf020e,Q3347461,O. Children,O. Children,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
991,Oceansize [0Opj9xi9HHrH0L9uHAKnKm],,0Opj9xi9HHrH0L9uHAKnKm,Oceansize,27190,50162,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0Opj9xi9HHrH0L9uHAKnKm,Q1753688,Oceansize,Oceansize,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
992,Close Lobsters [6v8lYzIVcmeuPkoobFl7Dx],,6v8lYzIVcmeuPkoobFl7Dx,Close Lobsters,27169,13959,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6v8lYzIVcmeuPkoobFl7Dx,Q2979635,Close Lobsters,Close Lobsters,Q211870,Paisley,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Paisley,reported_place
993,The Delgados [4wavWMHhIiUXxwCuWsHzXo],,4wavWMHhIiUXxwCuWsHzXo,The Delgados,26800,25240,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4wavWMHhIiUXxwCuWsHzXo,Q1888034,The Delgados,The Delgados,Q737547,Motherwell,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Motherwell,reported_place
994,Hacktivist [3hZtRePYRKW6wLtZ3gpnk7],,3hZtRePYRKW6wLtZ3gpnk7,Hacktivist,26779,62883,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3hZtRePYRKW6wLtZ3gpnk7,Q14936549,Hacktivist,Hacktivist,Q204234,Milton Keynes,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Milton Keynes,reported_place
995,The Wytches [46cDW79OcUXlCbYPj7Ds5L],,46cDW79OcUXlCbYPj7Ds5L,The Wytches,26774,52002,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,46cDW79OcUXlCbYPj7Ds5L,Q17031558,The Wytches,The Wytches,Q172438,Peterborough,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Peterborough,reported_place
996,Rialto [3JEZFF5iZhEtpeTTGSzWid],,3JEZFF5iZhEtpeTTGSzWid,Rialto,26706,13130,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3JEZFF5iZhEtpeTTGSzWid,Q902179,Rialto,Rialto,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
