band_a,city_a,band_b,city_b,shared_members,shared_member_count,shared_labels,shared_label_count,connection_count,same_city
Gentle Giant,London,The Dave Clark Five,London,,0,Columbia Records,1,1,True
Gentle Giant,London,The Orb,London,,0,Columbia Records,1,1,True
Gentle Giant,London,The Outfield,Manchester,,0,Columbia Records,1,1,False
Gentle Giant,London,The Psychedelic Furs,London,,0,Columbia Records,1,1,True
Gentle Giant,London,The Rolling Stones,London,,0,Columbia Records,1,1,True
Gentle Giant,London,The Specials,Coventry,,0,Chrysalis Records,1,1,False
Gentle Giant,London,The Ting Tings,Manchester,,0,Columbia Records,1,1,False
Gentle Giant,London,The Vaccines,London,,0,Columbia Records,1,1,True
Gentle Giant,London,The Yardbirds,London,,0,Columbia Records,1,1,True
Gentle Giant,London,The Zombies,London,,0,Columbia Records,1,1,True
Gentle Giant,London,UFO,London,,0,Chrysalis Records,1,1,True
Gentle Giant,London,Uriah Heep,London,,0,Chrysalis Records,1,1,True
Gentle Giant,London,Wham!,London,,0,Columbia Records,1,1,True
Gentle Giant,London,World Party,London,,0,Chrysalis Records,1,1,True
Gentle Giant,London,lostprophets,Cardiff,,0,Columbia Records,1,1,False
Geordie,Newcastle,Procol Harum,London,,0,Regal Zonophone,1,1,False
Geordie,Newcastle,T. Rex,London,,0,Regal Zonophone,1,1,False
Girls Aloud,London,Kaiser Chiefs,Leeds,,0,Polydor Records,1,1,False
Girls Aloud,London,Klaxons,London,,0,Polydor Records,1,1,True
Girls Aloud,London,La Roux,London,,0,Polydor Records,1,1,True
Girls Aloud,London,Monaco,Manchester,,0,Polydor Records,1,1,False
Girls Aloud,London,N-Dubz,London,,0,Polydor Records,1,1,True
Girls Aloud,London,Paper Lace,Nottingham,,0,Polydor Records,1,1,False
Girls Aloud,London,Rainbow,London,,0,Polydor Records,1,1,True
Girls Aloud,London,Shed Seven,York,,0,Polydor Records,1,1,False
Girls Aloud,London,Siouxsie and the Banshees,London,,0,Polydor Records,1,1,True
Girls Aloud,London,Slade,Birmingham,,0,Polydor Records,1,1,False
Girls Aloud,London,Talk Talk,London,,0,Polydor Records,1,1,True
Girls Aloud,London,The 1975,Manchester,,0,Polydor Records,1,1,False
Girls Aloud,London,The Beatles,Liverpool,,0,Polydor Records,1,1,False
Girls Aloud,London,The Cure,Crawley,,0,Polydor Records,1,1,False
Girls Aloud,London,The Jam,London,,0,Polydor Records,1,1,True
Girls Aloud,London,The Moody Blues,Birmingham,,0,Polydor Records,1,1,False
Girls Aloud,London,The Rolling Stones,London,,0,Polydor Records,1,1,True
Girls Aloud,London,The Style Council,London,,0,Polydor Records,1,1,True
Girls Aloud,London,The Sweet,London,,0,Polydor Records,1,1,True
Girls Aloud,London,The Who,London,,0,Polydor Records,1,1,True
Girls Aloud,London,The Wonder Stuff,Birmingham,,0,Polydor Records,1,1,False
Glass Animals,Oxford,Mystery Jets,London,,0,Caroline Records,1,1,False
Glass Animals,Oxford,Placebo,London,,0,Caroline Records,1,1,False
Glass Animals,Oxford,The Human League,Sheffield,,0,Caroline Records,1,1,False
Glass Animals,Oxford,The Orb,London,,0,Caroline Records,1,1,False
Glass Animals,Oxford,XTC,Swindon,,0,Caroline Records,1,1,False
Glasvegas,Glasgow,Groove Armada,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Herman's Hermits,Manchester,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Jamiroquai,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Kula Shaker,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Little Mix,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,London Grammar,Nottingham,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Magnetic Man,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Manic Street Preachers,Cardiff,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Mumm-ra,Hastings,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Oasis,Manchester,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,One Direction,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Pink Floyd,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Seafret,Hull,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Suede,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Take That,Manchester,,0,BMG Rights Management,1,1,False
Glasvegas,Glasgow,Ten Years After,Nottingham,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Texas,Glasgow,,0,BMG Rights Management,1,1,True
Glasvegas,Glasgow,The Animals,Newcastle,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Clash,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Dave Clark Five,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Heavy,Bath and North East Somerset,,0,BMG Rights Management,1,1,False
Glasvegas,Glasgow,The Orb,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Outfield,Manchester,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Psychedelic Furs,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Rolling Stones,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Ting Tings,Manchester,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Vaccines,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Yardbirds,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,The Zombies,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,Wham!,London,,0,Columbia Records,1,1,False
Glasvegas,Glasgow,lostprophets,Cardiff,,0,Columbia Records,1,1,False
Go West,London,Jethro Tull,Luton,,0,Chrysalis Records,1,1,False
Go West,London,Living In A Box,Sheffield,,0,Chrysalis Records,1,1,False
Go West,London,Manfred Mann's Earth Band,London,Peter Cox,1,,0,1,True
Go West,London,Michael Schenker Group,London,,0,Chrysalis Records,1,1,True
Go West,London,Procol Harum,London,,0,Chrysalis Records,1,1,True
Go West,London,Simple Minds,Glasgow,,0,Chrysalis Records,1,1,False
Go West,London,Spandau Ballet,London,,0,Chrysalis Records,1,1,True
Go West,London,Steeleye Span,London,,0,Chrysalis Records,1,1,True
Go West,London,Supertramp,London,,0,Chrysalis Records,1,1,True
Go West,London,Ten Years After,Nottingham,,0,Chrysalis Records,1,1,False
Go West,London,The Colourfield,Coventry,,0,Chrysalis Records,1,1,False
Go West,London,The Specials,Coventry,,0,Chrysalis Records,1,1,False
Go West,London,UFO,London,,0,Chrysalis Records,1,1,True
Go West,London,Uriah Heep,London,,0,Chrysalis Records,1,1,True
Go West,London,World Party,London,,0,Chrysalis Records,1,1,True
GoGo Penguin,Manchester,Portico Quartet,London,,0,Gondwana Records,1,1,False
Goat Girl,London,Levitation,London,,0,Rough Trade,1,1,True
Goat Girl,London,The Libertines,London,,0,Rough Trade,1,1,True
Goat Girl,London,The Smiths,Manchester,,0,Rough Trade,1,1,False
Goat Girl,London,The Sundays,London,,0,Rough Trade,1,1,True
Goat Girl,London,Young Marble Giants,Cardiff,,0,Rough Trade,1,1,False
Godflesh,Birmingham,Killing Joke,London,Paul Raven,1,,0,1,False
Godflesh,Birmingham,Pitchshifter,Nottingham,,0,Earache Records,1,1,False
Godley & Creme,Manchester,Honeyz,London,,0,Mercury Records,1,1,False
Godley & Creme,Manchester,Jamiroquai,London,,0,Mercury Records,1,1,False
Godley & Creme,Manchester,Lamb,Manchester,,0,Mercury Records,1,1,True
Godley & Creme,Manchester,Noah And The Whale,London,,0,Mercury Records,1,1,False
Godley & Creme,Manchester,Rainbow,London,,0,Mercury Records,1,1,False
Godley & Creme,Manchester,Sky,London,,0,Mercury Records,1,1,False
Godley & Creme,Manchester,Swing Out Sister,Manchester,,0,Mercury Records,1,1,True
Godley & Creme,Manchester,Tears For Fears,Bath and North East Somerset,,0,Mercury Records,1,1,False
Godley & Creme,Manchester,Texas,Glasgow,,0,Mercury Records,1,1,False
Godley & Creme,Manchester,The Vamps,London,,0,Mercury Records,1,1,False
Godley & Creme,Manchester,Van Der Graaf Generator,Manchester,,0,Mercury Records,1,1,True
Godley & Creme,Manchester,Yuck,London,,0,Mercury Records,1,1,False
Goldie Lookin Chain,Newport,Hard-Fi,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,Led Zeppelin,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,Porcupine Tree,Dacorum,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,Rudimental,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,Small Faces,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,The Animals,Newcastle,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,The Crazy World Of Arthur Brown,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,The Darkness,Ipswich,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,The Joy Formidable,Cheshire West and Chester,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,The Rolling Stones,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,The Staves,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,The Streets,Birmingham,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,Yes,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,Zero 7,London,,0,Atlantic Records,1,1,False
Goldie Lookin Chain,Newport,alt-J,Leeds,,0,Atlantic Records,1,1,False
Gomez,Liverpool,Kaiser Chiefs,Leeds,,0,ATO Records,1,1,False
Gomez,Liverpool,Radiohead,Oxford,,0,ATO Records,1,1,False
Gorgon City,London,Rudimental,London,,0,Black Butter Records,1,1,True
Gorillaz,London,Idlewild,Edinburgh,,0,Parlophone,1,1,False
Gorillaz,London,Jamiroquai,London,DJ D-Zire,1,,0,1,True
Gorillaz,London,Madness,London,,0,Virgin Records,1,1,True
Gorillaz,London,Manfred Mann's Earth Band,London,,0,Warner Bros. Records,1,1,True
Gorillaz,London,Mattafix,London,,0,Virgin Records,1,1,True
Gorillaz,London,Morning Runner,Reading,,0,Parlophone,1,1,False
Gorillaz,London,Muse,Exeter,,0,Warner Bros. Records,1,1,False
Gorillaz,London,New Order,Manchester,,0,Warner Bros. Records,1,1,False
Gorillaz,London,Orchestral Manoeuvres In The Dark,Liverpool,,0,Virgin Records,1,1,False
Gorillaz,London,Pentangle,London,,0,Warner Bros. Records,1,1,True
Gorillaz,London,Pet Shop Boys,London,,0,Parlophone,1,1,True
Gorillaz,London,Pink Floyd,London,,0,Parlophone,1,1,True
Gorillaz,London,Placebo,London,,0,Virgin Records,1,1,True
Gorillaz,London,Public Image Ltd.,London,,0,Virgin Records,1,1,True
Gorillaz,London,Queen,London,,0,Parlophone,1,1,True
Gorillaz,London,Radiohead,Oxford,,0,Parlophone,1,1,False
Gorillaz,London,Red Box,London,,0,Warner Bros. Records,1,1,True
Gorillaz,London,Royal Blood,Brighton and Hove,,0,Warner Bros. Records,1,1,False
Gorillaz,London,Simple Minds,Glasgow,,0,Virgin Records,1,1,False
Gorillaz,London,Spice Girls,London,,0,Virgin Records,1,1,True
Gorillaz,London,Starsailor,Manchester,,0,Virgin Records,1,1,False
Gorillaz,London,Supergrass,Oxford,,0,Parlophone,1,1,False
Gorillaz,London,Talk Talk,London,,0,Parlophone,1,1,True
Gorillaz,London,The Beatles,Liverpool,,0,Parlophone,1,1,False
Gorillaz,London,The Blue Nile,Glasgow,,0,Warner Bros. Records,1,1,False
Gorillaz,London,The Dream Academy,London,,0,Warner Bros. Records,1,1,True
Gorillaz,London,The Hollies,Manchester,,0,Parlophone,1,1,False
Gorillaz,London,The Human League,Sheffield,,0,Virgin Records,1,1,False
Gorillaz,London,The Kooks,Brighton and Hove,,0,Virgin Records,1,1,False
Gorillaz,London,The Lightning Seeds,Liverpool,,0,Virgin Records,1,1,False
Gorillaz,London,The Overtones,London,,0,Warner Bros. Records,1,1,True
Gorillaz,London,The Pretty Things,London,,0,Warner Bros. Records,1,1,True
Gorillaz,London,The Rolling Stones,London,,0,Virgin Records,1,1,True
Gorillaz,London,The Smiths,Manchester,,0,Warner Bros. Records,1,1,False
Gorillaz,London,The Specials,Coventry,,0,Virgin Records,1,1,False
Gorillaz,London,The Who,London,,0,Warner Bros. Records,1,1,True
Gorillaz,London,Thompson Twins,Sheffield,,0,Warner Bros. Records,1,1,False
Gorillaz,London,Uriah Heep,London,,0,Warner Bros. Records,1,1,True
Gorillaz,London,Wizzard,Birmingham,,0,Warner Bros. Records,1,1,False
Gorillaz,London,XTC,Swindon,,0,Virgin Records,1,1,False
Gorillaz,London,You Me At Six,London,,0,Virgin Records,1,1,True
Groove Armada,London,Herman's Hermits,Manchester,,0,Columbia Records,1,1,False
Groove Armada,London,Jamiroquai,London,,0,Columbia Records,1,1,True
Groove Armada,London,Kula Shaker,London,,0,Columbia Records,1,1,True
Groove Armada,London,Little Mix,London,,0,Columbia Records,1,1,True
Groove Armada,London,London Grammar,Nottingham,,0,Columbia Records,1,1,False
Groove Armada,London,Magnetic Man,London,,0,Columbia Records,1,1,True
Groove Armada,London,Manic Street Preachers,Cardiff,,0,Columbia Records,1,1,False
Groove Armada,London,Mumm-ra,Hastings,,0,Columbia Records,1,1,False
Groove Armada,London,Oasis,Manchester,,0,Columbia Records,1,1,False
Groove Armada,London,One Direction,London,,0,Columbia Records,1,1,True
Groove Armada,London,Pink Floyd,London,,0,Columbia Records,1,1,True
Groove Armada,London,Seafret,Hull,,0,Columbia Records,1,1,False
Groove Armada,London,Suede,London,,0,Columbia Records,1,1,True
Groove Armada,London,Ten Years After,Nottingham,,0,Columbia Records,1,1,False
Groove Armada,London,The Animals,Newcastle,,0,Columbia Records,1,1,False
Groove Armada,London,The Clash,London,,0,Columbia Records,1,1,True
Groove Armada,London,The Dave Clark Five,London,,0,Columbia Records,1,1,True
Groove Armada,London,The Orb,London,,0,Columbia Records,1,1,True
Groove Armada,London,The Outfield,Manchester,,0,Columbia Records,1,1,False
Groove Armada,London,The Psychedelic Furs,London,,0,Columbia Records,1,1,True
Groove Armada,London,The Rolling Stones,London,,0,Columbia Records,1,1,True
Groove Armada,London,The Ting Tings,Manchester,,0,Columbia Records,1,1,False
Groove Armada,London,The Vaccines,London,,0,Columbia Records,1,1,True
Groove Armada,London,The Yardbirds,London,,0,Columbia Records,1,1,True
Groove Armada,London,The Zombies,London,,0,Columbia Records,1,1,True
Groove Armada,London,Wham!,London,,0,Columbia Records,1,1,True
Groove Armada,London,lostprophets,Cardiff,,0,Columbia Records,1,1,False
Gun,Glasgow,Humble Pie,London,,0,A&M Records,1,1,False
Gun,Glasgow,Procol Harum,London,,0,A&M Records,1,1,False
Gun,Glasgow,Sex Pistols,London,,0,A&M Records,1,1,False
Gun,Glasgow,Squeeze,London,,0,A&M Records,1,1,False
Gun,Glasgow,Stealers Wheel,Glasgow,,0,A&M Records,1,1,True
Gun,Glasgow,Supertramp,London,,0,A&M Records,1,1,False
Gun,Glasgow,The Human League,Sheffield,,0,A&M Records,1,1,False
Gun,Glasgow,The Police,London,,0,A&M Records,1,1,False
Gun,Glasgow,UB40,Birmingham,,0,A&M Records,1,1,False
Gun,Glasgow,UNKLE,London,Scott Shields,1,,0,1,False
Happy Mondays,Manchester,Joy Division,Manchester,,0,Factory Records,1,1,True
Happy Mondays,Manchester,New Order,Manchester,,0,Factory Records,1,1,True
Happy Mondays,Manchester,Orchestral Manoeuvres In The Dark,Liverpool,,0,Factory Records,1,1,False
Happy Mondays,Manchester,The Durutti Column,Manchester,,0,Factory Records,1,1,True
Happy Mondays,Manchester,The Wake,Glasgow,,0,Factory Records,1,1,False
Hard-Fi,London,Led Zeppelin,London,,0,Atlantic Records,1,1,True
Hard-Fi,London,Porcupine Tree,Dacorum,,0,Atlantic Records,1,1,False
Hard-Fi,London,Rudimental,London,,0,Atlantic Records,1,1,True
Hard-Fi,London,Small Faces,London,,0,Atlantic Records,1,1,True
Hard-Fi,London,The Animals,Newcastle,,0,Atlantic Records,1,1,False
Hard-Fi,London,The Crazy World Of Arthur Brown,London,,0,Atlantic Records,1,1,True
Hard-Fi,London,The Darkness,Ipswich,,0,Atlantic Records,1,1,False
Hard-Fi,London,The Joy Formidable,Cheshire West and Chester,,0,Atlantic Records,1,1,False
Hard-Fi,London,The Rolling Stones,London,,0,Atlantic Records,1,1,True
Hard-Fi,London,The Staves,London,,0,Atlantic Records,1,1,True
Hard-Fi,London,The Streets,Birmingham,,0,Atlantic Records,1,1,False
Hard-Fi,London,Yes,London,,0,Atlantic Records,1,1,True
Hard-Fi,London,Zero 7,London,,0,Atlantic Records,1,1,True
Hard-Fi,London,alt-J,Leeds,,0,Atlantic Records,1,1,False
Hawkwind,London,Humble Pie,London,,0,Atco Records,1,1,True
Hawkwind,London,Motörhead,London,Lemmy Kilmister,1,,0,1,True
Hawkwind,London,New Model Army,Leeds,Robert Heaton,1,,0,1,False
Hawkwind,London,Portishead,Bristol,Clive Deamer,1,,0,1,False
Hawkwind,London,Sweet Sensation,Manchester,,0,United Artists Records,1,1,False
Hawkwind,London,The Alan Parsons Project,Glasgow,,0,Charisma,1,1,False
Hawkwind,London,The Animals,Newcastle,,0,Atco Records,1,1,False
Hawkwind,London,The Beatles,Liverpool,,0,United Artists Records,1,1,False
Hawkwind,London,The Cure,Crawley,Andy Anderson,1,,0,1,False
Hawkwind,London,The Stranglers,Guildford,,0,United Artists Records,1,1,False
Hawkwind,London,The Troggs,Southampton,,0,Atco Records,1,1,False
Hawkwind,London,The Vapors,Guildford,,0,United Artists Records,1,1,False
Hawkwind,London,The Who,London,,0,Atco Records,1,1,True
Hawkwind,London,Van Der Graaf Generator,Manchester,,0,Charisma,1,1,False
Hawkwind,London,Yes,London,,0,Atco Records,1,1,True
Heaven 17,Sheffield,Jethro Tull,Luton,,0,EMI,1,1,False
Heaven 17,Sheffield,Katrina & The Waves,Cambridge,,0,EMI,1,1,False
Heaven 17,Sheffield,Massive Attack,Bristol,,0,EMI,1,1,False
Heaven 17,Sheffield,Pink Floyd,London,,0,EMI,1,1,False
Heaven 17,Sheffield,Placebo,London,,0,EMI,1,1,False
Heaven 17,Sheffield,Queen,London,,0,EMI,1,1,False
Heaven 17,Sheffield,Sex Pistols,London,,0,EMI,1,1,False
Heaven 17,Sheffield,Spice Girls,London,,0,EMI,1,1,False
Heaven 17,Sheffield,Starsailor,Manchester,,0,EMI,1,1,False
Heaven 17,Sheffield,Supergrass,Oxford,,0,EMI,1,1,False
Heaven 17,Sheffield,Talk Talk,London,,0,EMI,1,1,False
Heaven 17,Sheffield,Terrorvision,Leeds,,0,EMI,1,1,False
Heaven 17,Sheffield,The Escape Club,London,,0,EMI,1,1,False
Heaven 17,Sheffield,The Magic Numbers,London,,0,EMI,1,1,False
Heaven 17,Sheffield,The Quireboys,London,,0,EMI,1,1,False
Heaven 17,Sheffield,The Shapeshifters,London,,0,EMI,1,1,False
Heaven 17,Sheffield,The Stranglers,Guildford,,0,EMI,1,1,False
Heaven 17,Sheffield,The Verve,Manchester,,0,EMI,1,1,False
Heaven 17,Sheffield,Wizzard,Birmingham,,0,EMI,1,1,False
Herman's Hermits,Manchester,Jamiroquai,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Kula Shaker,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Little Mix,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,London Grammar,Nottingham,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Magnetic Man,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Manic Street Preachers,Cardiff,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Mumm-ra,Hastings,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Oasis,Manchester,,0,Columbia Records,1,1,True
Herman's Hermits,Manchester,One Direction,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Pink Floyd,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Seafret,Hull,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Suede,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,Ten Years After,Nottingham,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,The Animals,Newcastle,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,The Clash,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,The Dave Clark Five,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,The Orb,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,The Outfield,Manchester,,0,Columbia Records,1,1,True
Herman's Hermits,Manchester,The Psychedelic Furs,London,,0,Columbia Records,1,1,False
Herman's Hermits,Manchester,The Rolling Stones,London,,0,Columbia Records,1,1,False
