capture_key,spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label
The Dave Clark Five [2HBbky0Z08ZcCKVsXWbNE4],2HBbky0Z08ZcCKVsXWbNE4,Q1141454,The Dave Clark Five,The Dave Clark Five,Q503375,Tottenham,musical group,United Kingdom
The Daydream Club [3U6eCXHFS6wQVuFuqeW09m],3U6eCXHFS6wQVuFuqeW09m,Q2410735,The Daydream Club,The Daydream Club,Q23106,Leicestershire,musical group,United Kingdom
The Defiled [2kACi1RR7iHINtHwUXJl0J],2kACi1RR7iHINtHwUXJl0J,Q7729591,The Defiled,The Defiled,Q84,London,musical group,United Kingdom
The Delgados [4wavWMHhIiUXxwCuWsHzXo],4wavWMHhIiUXxwCuWsHzXo,Q1888034,The Delgados,The Delgados,Q737547,Motherwell,musical group,United Kingdom
The Dirty Youth [3DNT41sscTpr7IBwq79Uw8],3DNT41sscTpr7IBwq79Uw8,Q17151375,The Dirty Youth,The Dirty Youth,Q1286223,South Wales,musical group,United Kingdom
The Divine Comedy [7EV6jW6dotBdvsHj6xPixi],7EV6jW6dotBdvsHj6xPixi,Q1543686,The Divine Comedy,The Divine Comedy,Q26,Northern Ireland,musical group,United Kingdom
The Dogs D'Amour [7aRd5u0bLGDwfY0mv5sfyy],7aRd5u0bLGDwfY0mv5sfyy,Q2298271,The Dogs D'Amour,The Dogs D'Amour,Q84,London,musical group,United Kingdom
The Dooleys [3Adi1LRu28jpZe7c3cvHEj],3Adi1LRu28jpZe7c3cvHEj,Q841993,The Dooleys,The Dooleys,,,musical group,United Kingdom
The Dream Academy [1JVoO5bwfU8GNuAZLpBoHe],1JVoO5bwfU8GNuAZLpBoHe,Q2002188,The Dream Academy,The Dream Academy,Q84,London,musical group,United Kingdom
The Drink [4QC5rdLAn0yOExTsUwj2RL],4QC5rdLAn0yOExTsUwj2RL,Q24336546,The Drink,The Drink,,,musical group,England
The Duke Spirit [5lModM3s3qlPQKYjtwWuXD],5lModM3s3qlPQKYjtwWuXD,Q4992445,The Duke Spirit,The Duke Spirit,Q84,London,musical group,United Kingdom
The Durutti Column [7fh7bwX9qV60tLxxsp9bTe],7fh7bwX9qV60tLxxsp9bTe,Q1724658,The Durutti Column,The Durutti Column,Q18125,Manchester,musical group,United Kingdom
The Dylans [65W7zVtBaNrdG1f0sjuSC0],65W7zVtBaNrdG1f0sjuSC0,Q7731292,The Dylans,The Dylans,Q42448,Sheffield,musical group,United Kingdom
The Eden House [44RZDLBmH5RPBIo4Tmfumv],44RZDLBmH5RPBIo4Tmfumv,Q7731551,The Eden House,The Eden House,Q145,United Kingdom,musical group,United Kingdom
The English Concert [2Oz3z7PPQUMU2KNYgcO1sA],2Oz3z7PPQUMU2KNYgcO1sA,Q926326,The English Concert,The English Concert,,,chamber orchestra,United Kingdom
The Enid [6Rhf7fSkiPwkavVPg3AJ2H],6Rhf7fSkiPwkavVPg3AJ2H,Q2437668,The Enid,The Enid,Q145,United Kingdom,rock band,United Kingdom
The Escape Club [6mRev5KzKOgQcZjWanwBdd],6mRev5KzKOgQcZjWanwBdd,Q661797,The Escape Club,The Escape Club,Q84,London,musical group,United Kingdom
The Exploited [6NB4b8lltHCjOhW7vQZkAy],6NB4b8lltHCjOhW7vQZkAy,Q117684,The Exploited,The Exploited,Q23436,Edinburgh,rock band,United Kingdom
The Fall [6WoTvA9qinpHtSRJuldYh6],6WoTvA9qinpHtSRJuldYh6,Q909916,The Fall,The Fall,Q1003559,Prestwich,musical group,United Kingdom
The Far Meadow [36KJJZgi3EYM2QsmLw3vIo],36KJJZgi3EYM2QsmLw3vIo,Q80997324,The Far Meadow,The Far Meadow,Q84,London,rock band,United Kingdom
The Farm [3lN1TG4RIoaJCff6Ck9KUR],3lN1TG4RIoaJCff6Ck9KUR,Q1428876,The Farm,The Farm,Q24826,Liverpool,musical group,United Kingdom
The Fauns [6F6So5FxbaQCaVkNSH4XdP],6F6So5FxbaQCaVkNSH4XdP,Q16836398,The Fauns,The Fauns,Q23154,Bristol,musical group,United Kingdom
The Field Mice [3KH6DLHeoFZgVbtKiLXb6L],3KH6DLHeoFZgVbtKiLXb6L,Q7733724,The Field Mice,The Field Mice,Q84,London,musical group,United Kingdom
The Fireman [5QNeV0eXW8W8SVXeALkOpB],5QNeV0eXW8W8SVXeALkOpB,Q1629902,The Fireman,The Fireman,Q24826,Liverpool,musical group,United Kingdom
The Firm [2v9oaQ9UhtuTPMyOUlx4oL],2v9oaQ9UhtuTPMyOUlx4oL,Q938323,The Firm,The Firm,Q21,England,rock band,United Kingdom
The Firm [4rPZAvpw9ObVO3HFGWSHwt],4rPZAvpw9ObVO3HFGWSHwt,Q938323,The Firm,The Firm,Q21,England,rock band,United Kingdom
The Fixx [53RkHTcl0SJZjpzqogkBf4],53RkHTcl0SJZjpzqogkBf4,Q1460975,The Fixx,The Fixx,Q84,London,musical group,United Kingdom
The Flaming Stars [2seTZEaoSEvP8lx4w20zAU],2seTZEaoSEvP8lx4w20zAU,Q7734364,The Flaming Stars,The Flaming Stars,Q138367,Camden,musical group,United Kingdom
The Flying Lizards [2L9iHIK8h5HvZe6VXb0aOI],2L9iHIK8h5HvZe6VXb0aOI,Q1527282,The Flying Lizards,The Flying Lizards,Q145,United Kingdom,musical group,United Kingdom
The Flying Pickets [41A6Xdil8qhaD2DcS4X1wA],41A6Xdil8qhaD2DcS4X1wA,Q1578573,The Flying Pickets,The Flying Pickets,,,musical group,United Kingdom
The Foundations [4GITZM5LCR2KcdlgEOrNLD],4GITZM5LCR2KcdlgEOrNLD,Q1421054,The Foundations,The Foundations,Q84,London,musical group,United Kingdom
The Four Pennies [37s6Z7SRJ8U3URr6hocF8m],37s6Z7SRJ8U3URr6hocF8m,Q1432471,The Four Pennies,The Four Pennies,Q188313,Blackburn,musical group,United Kingdom
The Fratellis [3M4ThdJR28z9eSMcQHAZ5G],3M4ThdJR28z9eSMcQHAZ5G,Q1127565,The Fratellis,The Fratellis,Q4093,Glasgow,musical group,United Kingdom
The Future Sound of London [2qhmNI4ZHPpeDutdg473Z3],2qhmNI4ZHPpeDutdg473Z3,Q168031,The Future Sound of London,The Future Sound of London,Q18125,Manchester,musical duo,United Kingdom
The Futureheads [3TBfn8PtXr42OrTPaoC3E8],3TBfn8PtXr42OrTPaoC3E8,Q141703,The Futureheads,The Futureheads,Q188304,Sunderland,musical group,United Kingdom
The Gesualdo Six [2z846SqjChnjieVgTfRq3X],2z846SqjChnjieVgTfRq3X,Q24887435,The Gesualdo Six,The Gesualdo Six,,,vocal group,United Kingdom
The Go! Team [6veTV9sF06FBf2KN0xAdvo],6veTV9sF06FBf2KN0xAdvo,Q1514317,The Go! Team,The Go! Team,Q131491,Brighton,musical group,United Kingdom
The Gods [6lXPTvhkQ1fJrvbg09QfuN],6lXPTvhkQ1fJrvbg09QfuN,Q2296418,The Gods,The Gods,,,musical group,United Kingdom
The Guest List [3MlBGzJspD6CjrHRYbR4OQ],3MlBGzJspD6CjrHRYbR4OQ,Q130504078,The Guest List,The Guest List,,,musical group,United Kingdom
The Gulls [2n0FlGHc3OxI0x2WI39BEc],2n0FlGHc3OxI0x2WI39BEc,Q136130501,The Gulls,The Gulls,Q202088,London Borough of Camden,musical group,United Kingdom
The Gun [3oahuQcXyHPUeoZ7SVdRJF],3oahuQcXyHPUeoZ7SVdRJF,Q1472606,The Gun,The Gun,Q84,London,musical group,United Kingdom
The Hafler Trio [55LMwjTvt96IaHKk8Oyv9m],55LMwjTvt96IaHKk8Oyv9m,Q1568105,The Hafler Trio,The Hafler Trio,,,musical group,United Kingdom
The Hair and Skin Trading Company [2qBuSecbkEALQYs1MTZAF5],2qBuSecbkEALQYs1MTZAF5,Q7738630,The Hair and Skin Trading Company,The Hair and Skin Trading Company,,,musical group,United Kingdom
The Hallé [0VzwesVsEMjYDaMrrdukam],0VzwesVsEMjYDaMrrdukam,Q262431,The Hallé,The Hallé,Q18125,Manchester,orchestra,United Kingdom
The Handsome Beasts [18oF763STurOPYHKXw2YFD],18oF763STurOPYHKXw2YFD,Q7738739,The Handsome Beasts,The Handsome Beasts,Q2256,Birmingham,musical group,United Kingdom
The Hangmen [5byUktyY1lz9hBi1sDbZ5B],5byUktyY1lz9hBi1sDbZ5B,Q7738764,The Hangmen,The Hangmen,,,musical group,United Kingdom
The Heavy [0bZCak2tcRMY1dzEIuwF42],0bZCak2tcRMY1dzEIuwF42,Q181241,The Heavy,The Heavy,Q22889,Bath,musical group,United Kingdom
The Hepburns [5vtGtpKqoiBmlosoj3CvCV],5vtGtpKqoiBmlosoj3CvCV,Q140387340,The Hepburns,The Hepburns,Q990125,Llanelli,musical group,Wales
The Herbaliser [1O7aMVbDeSXY2LiVBhb13w],1O7aMVbDeSXY2LiVBhb13w,Q2499301,The Herbaliser,The Herbaliser,Q84,London,musical group,United Kingdom
The Heritage Orchestra [6r2opkx0McCgqlKKiTxGKx],6r2opkx0McCgqlKKiTxGKx,Q1610031,The Heritage Orchestra,The Heritage Orchestra,,,orchestra,United Kingdom
The High [30gL5RqfmtcUu6h95lTJQ7],30gL5RqfmtcUu6h95lTJQ7,Q7739584,The High,The High,Q18125,Manchester,musical group,United Kingdom
The High Numbers [23v7cVwWDv8VhPWTAePufN],23v7cVwWDv8VhPWTAePufN,Q68981254,The High Numbers,The High Numbers,,,rock band,United Kingdom
The History of Apple Pie [7qdtAT3XxpNXOa4URjf2NE],7qdtAT3XxpNXOa4URjf2NE,Q17021414,The History of Apple Pie,The History of Apple Pie,,,musical group,United Kingdom
The Hollies [6waa8mKu91GjzD4NlONlNJ],6waa8mKu91GjzD4NlONlNJ,Q282925,The Hollies,The Hollies,Q18125,Manchester,musical group,United Kingdom
The Honeydrippers [7J7YRBSoiXpdTmcbkKZL2C],7J7YRBSoiXpdTmcbkKZL2C,Q648841,The Honeydrippers,The Honeydrippers,Q23135,Worcestershire,rock band,United Kingdom
The Hoosiers [4LlDtNr8qFwhrT8eL2wzH4],4LlDtNr8qFwhrT8eL2wzH4,Q634158,The Hoosiers,The Hoosiers,Q783210,Bracknell,musical group,United Kingdom
The Hope Blister [0xm0RDlfj87r1uPa7srs33],0xm0RDlfj87r1uPa7srs33,Q16239951,The Hope Blister,The Hope Blister,,,musical group,United Kingdom
The Hornblower Brothers [4yHZcogi5FiZ6MYkpgCNfV],4yHZcogi5FiZ6MYkpgCNfV,Q7740294,The Hornblower Brothers,The Hornblower Brothers,Q131491,Brighton,musical group,United Kingdom
The Horrors [7EFB09NxZrMi9pGlOnuBpd],7EFB09NxZrMi9pGlOnuBpd,Q1138555,The Horrors,The Horrors,Q203995,Southend-on-Sea,rock band,United Kingdom
The Human League [1aX2dmV8XoHYCOQRxjPESG],1aX2dmV8XoHYCOQRxjPESG,Q730158,The Human League,The Human League,Q42448,Sheffield,musical group,United Kingdom
The Hunna [7jZycSvTyx0W9poD4PjEIG],7jZycSvTyx0W9poD4PjEIG,Q27792569,The Hunna,The Hunna,Q2598,Watford,musical group,England
The Icicle Works [39afGThIZjTTMH5enuLXYI],39afGThIZjTTMH5enuLXYI,Q2412078,The Icicle Works,The Icicle Works,Q24826,Liverpool,musical group,United Kingdom
The Idle Race [04eUV5Ml7cff2sEJEwll6G],04eUV5Ml7cff2sEJEwll6G,Q1812612,The Idle Race,The Idle Race,Q2256,Birmingham,musical group,United Kingdom
The Incredible String Band [0tQzBYPjAardhWpGkqVdNW],0tQzBYPjAardhWpGkqVdNW,Q1500510,The Incredible String Band,The Incredible String Band,Q23436,Edinburgh,musical group,United Kingdom
The Infinity Project [3MSq3HlSCnY9LNSlkDaEMx],3MSq3HlSCnY9LNSlkDaEMx,Q2916431,The Infinity Project,The Infinity Project,,,musical group,United Kingdom
The Irish Brigade [22xPtA9BuacbAGzd2Laihm],22xPtA9BuacbAGzd2Laihm,Q28958305,The Irish Brigade,The Irish Brigade,Q192229,County Tyrone,musical group,Northern Ireland
The Irrepressibles [1v5bOzXbhrQ57qSvRwGA6s],1v5bOzXbhrQ57qSvRwGA6s,Q3020511,The Irrepressibles,The Irrepressibles,Q84,London,musical ensemble,United Kingdom
The Jaded Hearts Club [7qZ3cinlwpZtJpylqOLFCA],7qZ3cinlwpZtJpylqOLFCA,Q47455688,The Jaded Hearts Club,The Jaded Hearts Club,Q99,California,cover band|supergroup,United Kingdom
The Jam [2P560DaOMNDUACoH8ZhOCR],2P560DaOMNDUACoH8ZhOCR,Q916461,The Jam,The Jam,Q646225,Woking,rock band,United Kingdom
The Jepettos [35o58Gfmj3W9t641sufYep],35o58Gfmj3W9t641sufYep,Q15052664,The Jepettos,The Jepettos,Q10686,Belfast,musical group,United Kingdom
The Jesus and Mary Chain [4rjlerN21ygkIhmUv55irs],4rjlerN21ygkIhmUv55irs,Q1126301,The Jesus and Mary Chain,The Jesus and Mary Chain,Q654226,East Kilbride,musical group,United Kingdom
The Jive Aces [3hR8kE1jAgMhut0Daw3EL2],3hR8kE1jAgMhut0Daw3EL2,Q7743292,The Jive Aces,The Jive Aces,,,musical group,United Kingdom
The John Barry Seven [4vzILq98l9gZRA9K2SdaTE],4vzILq98l9gZRA9K2SdaTE,Q7743357,The John Barry Seven,The John Barry Seven,Q42462,York,musical group,United Kingdom
The John Barry Seven [6O9cIK0qYDPFnJlokZYJ7E],6O9cIK0qYDPFnJlokZYJ7E,Q7743357,The John Barry Seven,The John Barry Seven,Q42462,York,musical group,United Kingdom
The John Barry Seven [6muP1JE9xPgdVME6p9YXud],6muP1JE9xPgdVME6p9YXud,Q7743357,The John Barry Seven,The John Barry Seven,Q42462,York,musical group,United Kingdom
The John Barry Seven [7na85rPu9SP3GlFpy4JJKk],7na85rPu9SP3GlFpy4JJKk,Q7743357,The John Barry Seven,The John Barry Seven,Q42462,York,musical group,United Kingdom
The Joy Formidable [4LdZNE5MHGqvc0N9ivXNF3],4LdZNE5MHGqvc0N9ivXNF3,Q953993,The Joy Formidable,The Joy Formidable,Q1191195,Mold,musical group,United Kingdom
The KLF [623YeFh2bNivR5ZxQcsjjP],623YeFh2bNivR5ZxQcsjjP,Q741316,The KLF,The KLF,Q84,London,musical group,United Kingdom
The KLF [6dYrdRlNZSKaVxYg5IrvCH],6dYrdRlNZSKaVxYg5IrvCH,Q741316,The KLF,The KLF,Q84,London,musical group,United Kingdom
The KVB [0BzJFLqchxKNQyEwswwQ40],0BzJFLqchxKNQyEwswwQ40,Q16679631,The KVB,The KVB,,,musical group,United Kingdom
The Kane Gang [1S2wZg1HsTZaHGX5Xgw4tL],1S2wZg1HsTZaHGX5Xgw4tL,Q6361810,The Kane Gang,The Kane Gang,Q47983,North East England,musical group,United Kingdom
The Kinks [1SQRv42e4PjEYfPhS0Tk9E],1SQRv42e4PjEYfPhS0Tk9E,Q188713,The Kinks,The Kinks,Q84,London,musical group,United Kingdom
The Kooks [1GLtl8uqKmnyCWxHmw9tL4],1GLtl8uqKmnyCWxHmw9tL4,Q211768,The Kooks,The Kooks,Q131491,Brighton,musical group,United Kingdom
The La's [47Z8LEl3LnQkcpva0xSthT],47Z8LEl3LnQkcpva0xSthT,Q1860769,The La's,The La's,Q24826,Liverpool,musical group,United Kingdom
The Last Shadow Puppets [2Z7UcsdweVlRbAk5wH5fsf],2Z7UcsdweVlRbAk5wH5fsf,Q862520,The Last Shadow Puppets,The Last Shadow Puppets,Q42448,Sheffield,musical group|supergroup,United Kingdom
The Latin Project [36icU1sHPxmhaLcvIGRozD],36icU1sHPxmhaLcvIGRozD,Q7746343,The Latin Project,The Latin Project,,,musical group,United Kingdom
The Legendary Pink Dots [55XX7sgmxtVFNJnHrQMXh5],55XX7sgmxtVFNJnHrQMXh5,Q1424355,The Legendary Pink Dots,The Legendary Pink Dots,Q84,London,musical group,United Kingdom
The Libertines [4fSPtBgFPZzygkY6MehwQ7],4fSPtBgFPZzygkY6MehwQ7,Q214350,The Libertines,The Libertines,Q84,London,musical group,United Kingdom
The Lightning Seeds [67YNiSqhrx1P8oPvIIvbP5],67YNiSqhrx1P8oPvIIvbP5,Q1973228,The Lightning Seeds,The Lightning Seeds,Q24826,Liverpool,musical group,United Kingdom
The London Session Orchestra [1tZ9833Gqbgv7ycIrPxsLm],1tZ9833Gqbgv7ycIrPxsLm,Q128303615,The London Session Orchestra,The London Session Orchestra,Q84,London,musical group,United Kingdom
The Longest Johns [5k979N1TnPncUyqlXlaRSv],5k979N1TnPncUyqlXlaRSv,Q104759060,The Longest Johns,The Longest Johns,Q23154,Bristol,musical group,United Kingdom
The Lords of the New Church [5JEhWD9S2znCiQRiGj2OUk],5JEhWD9S2znCiQRiGj2OUk,Q1269551,The Lords of the New Church,The Lords of the New Church,,,musical group,United Kingdom
The Lurkers [74eXcPVNOoTjuU17d1GBnE],74eXcPVNOoTjuU17d1GBnE,Q2298722,The Lurkers,The Lurkers,Q3552816,Uxbridge,musical group,United Kingdom
The Maccabees [0vW8z9pZMGCcRtGPGtyqiB],0vW8z9pZMGCcRtGPGtyqiB,Q174627,The Maccabees,The Maccabees,Q84,London,rock band,United Kingdom
The Maccabees [7if0ctjVhSCvyIDmTmbriv],7if0ctjVhSCvyIDmTmbriv,Q174627,The Maccabees,The Maccabees,Q84,London,rock band,United Kingdom
The Magic Gang [52pNByiBWx6SVMMqqcCA74],52pNByiBWx6SVMMqqcCA74,Q123560878,The Magic Gang,The Magic Gang,Q131491,Brighton,musical group,United Kingdom
The Magic Numbers [0P2q6xyNc2hVFkG3ThjYcJ],0P2q6xyNc2hVFkG3ThjYcJ,Q1474849,The Magic Numbers,The Magic Numbers,Q83726,Ealing,musical group,United Kingdom
The Marmalade [1tttI1iC4FsS6BM5l38oe5],1tttI1iC4FsS6BM5l38oe5,Q1281029,The Marmalade,The Marmalade,Q4093,Glasgow,musical group,United Kingdom
The Mekons [1Ag6UM6dow2OH9V06mxzV5],1Ag6UM6dow2OH9V06mxzV5,Q1529069,The Mekons,The Mekons,Q39121,Leeds,musical group,United Kingdom
The Men That Will Not Be Blamed for Nothing [5KKEJKZo0CnjcFwjsRxNqd],5KKEJKZo0CnjcFwjsRxNqd,Q7750991,The Men That Will Not Be Blamed for Nothing,The Men That Will Not Be Blamed for Nothing,,,rock band,United Kingdom
The Meteors [7a2sloQlmdKSmj3fwMMpg9],7a2sloQlmdKSmj3fwMMpg9,Q2412878,The Meteors,The Meteors,Q145,United Kingdom,musical group,United Kingdom
The Monochrome Set [6TR7TYiDiS5okigndyMIpK],6TR7TYiDiS5okigndyMIpK,Q2393477,The Monochrome Set,The Monochrome Set,Q2454407,Hornsey,musical group,United Kingdom
The Moody Blues [5BcZ22XONcRoLhTbZRuME1],5BcZ22XONcRoLhTbZRuME1,Q211965,The Moody Blues,The Moody Blues,Q2256,Birmingham,musical group,United Kingdom
The Moons [1goEd0SslQvDbj9xAFwpyK],1goEd0SslQvDbj9xAFwpyK,Q7752187,The Moons,The Moons,Q192240,Northampton,musical group,United Kingdom
The Move [2BLpGstUHxDc6vHfBEiaXm],2BLpGstUHxDc6vHfBEiaXm,Q1133828,The Move,The Move,Q2256,Birmingham,rock band,United Kingdom
The Nashville Teens [5ZMLeokWf9ZKDStGUhokji],5ZMLeokWf9ZKDStGUhokji,Q1972052,The Nashville Teens,The Nashville Teens,Q1754096,Weybridge,musical group,United Kingdom
The New Blockaders [5tfrbrFAOwwGVFvQ4hAhom],5tfrbrFAOwwGVFvQ4hAhom,Q60296413,The New Blockaders,The New Blockaders,,,musical group,United Kingdom
The New Seekers [4jrTNltJtTMUfXybDdsHDn],4jrTNltJtTMUfXybDdsHDn,Q934498,The New Seekers,The New Seekers,,,musical group,United Kingdom
The Nolans [2H32fphWQj9hhVuCOKkchM],2H32fphWQj9hhVuCOKkchM,Q1038777,The Nolans,The Nolans,Q1761,Dublin,girl group,United Kingdom
The Oozes [48VgYEfRllDfyLl4BEMVSF],48VgYEfRllDfyLl4BEMVSF,Q128077193,The Oozes,The Oozes,,,musical duo|musical group|quartet,United Kingdom
The Opening [1F8BHkAKiNE3tgVJwjuGvQ],1F8BHkAKiNE3tgVJwjuGvQ,Q137924910,The Opening,The Opening,Q161491,Reading,musical group,United Kingdom
The Orb [5HAtRoEPUvGSA7ziTGB1cF],5HAtRoEPUvGSA7ziTGB1cF,Q924993,The Orb,The Orb,Q84,London,musical group,England|United Kingdom
The Ordinary Boys [2xPxXPgmZFs7x6xRFpHwkq],2xPxXPgmZFs7x6xRFpHwkq,Q972093,The Ordinary Boys,The Ordinary Boys,Q671348,Worthing,musical group,United Kingdom
The Outfield [1zxDewzd2j1ZdSBGaYcr0y],1zxDewzd2j1ZdSBGaYcr0y,Q2093178,The Outfield,The Outfield,Q18125,Manchester,musical group,United Kingdom
The Overtones [6dXTZkBBwA1WOLD6OSuA0x],6dXTZkBBwA1WOLD6OSuA0x,Q1296293,The Overtones,The Overtones,Q84,London,musical group,United Kingdom
The Peth [3roekcFqjPCe8lyesW2oA5],3roekcFqjPCe8lyesW2oA5,Q7756799,The Peth,The Peth,Q10690,Cardiff,musical group,United Kingdom
The Physics House Band [30EilmonVXftR1pWoALezP],30EilmonVXftR1pWoALezP,Q30594675,The Physics House Band,The Physics House Band,,,musical group,United Kingdom
The Pigeon Detectives [7FPkZue0zzjHaOPJb4WCw3],7FPkZue0zzjHaOPJb4WCw3,Q1469656,The Pigeon Detectives,The Pigeon Detectives,Q2162284,Rothwell,musical group,United Kingdom
The Pineapple Thief [4lrBMUSk8PiNnCEZfsmPAk],4lrBMUSk8PiNnCEZfsmPAk,Q38502,The Pineapple Thief,The Pineapple Thief,Q550110,Yeovil,rock band,United Kingdom
The Pocket Gods [2b1d97CxeIjz2phOfRVPpd],2b1d97CxeIjz2phOfRVPpd,Q114656299,The Pocket Gods,The Pocket Gods,,,musical group,United Kingdom
The Police [5NGO30tJxFlKixkPSgXcFE],5NGO30tJxFlKixkPSgXcFE,Q178095,The Police,The Police,Q84,London,rock band,United Kingdom
The Poozies [2gEOvE3BbRpsiKmzNN81P5],2gEOvE3BbRpsiKmzNN81P5,Q2413559,The Poozies,The Poozies,,,musical group,United Kingdom
The Pop Group [3fBmq4xVcd346QvErp6fko],3fBmq4xVcd346QvErp6fko,Q2166634,The Pop Group,The Pop Group,Q23154,Bristol,musical group,United Kingdom
The Pretenders [0GByy3DcfbQwDvXGCWmzv9],0GByy3DcfbQwDvXGCWmzv9,Q667389,The Pretenders,The Pretenders,Q204720,Hereford,musical group,United Kingdom
The Pretty Things [5U16QlMnlSAhkQxBZpLyLO],5U16QlMnlSAhkQxBZpLyLO,Q1364657,The Pretty Things,The Pretty Things,Q84,London,musical group,United Kingdom
The Priests [4r4Gk6oEMIz28ubBaE9vZX],4r4Gk6oEMIz28ubBaE9vZX,Q1702010,The Priests,The Priests,,,musical group,United Kingdom
The Proclaimers [1A92IAcd7A6npCA33oGM5i],1A92IAcd7A6npCA33oGM5i,Q289622,The Proclaimers,The Proclaimers,Q758624,Auchtermuchty,musical duo|twin brother duo,United Kingdom
The Prodigy [4k1ELeJKT1ISyDv8JivPpB],4k1ELeJKT1ISyDv8JivPpB,Q7256860,The Prodigy,The Prodigy,Q23240|Q676067,Braintree|Essex,musical group,United Kingdom
The Prototypes [7F6nxkPQrlh4qWDetjgnpX],7F6nxkPQrlh4qWDetjgnpX,Q22909361,The Prototypes,The Prototypes,,,musical duo,United Kingdom
The Psychedelic Furs [0O0lrN34wrcuBenkqlEDZe],0O0lrN34wrcuBenkqlEDZe,Q276463,The Psychedelic Furs,The Psychedelic Furs,Q84,London,musical group,United Kingdom
The Puppini Sisters [1svaANJTE5KrG16fTGDqOs],1svaANJTE5KrG16fTGDqOs,Q1850284,The Puppini Sisters,The Puppini Sisters,,,musical group,United Kingdom
The Qemists [2McLd7klWE4UjkPLqqMwLv],2McLd7klWE4UjkPLqqMwLv,Q2067701,The Qemists,The Qemists,Q131491,Brighton,musical group,United Kingdom
The Quireboys [0d49iRrp4iVZggKbcpxnqI],0d49iRrp4iVZggKbcpxnqI,Q1243743,The Quireboys,The Quireboys,Q84,London,musical group,United Kingdom
The Raincoats [4t7bXPFEPe0pu1ozhdDLOp],4t7bXPFEPe0pu1ozhdDLOp,Q2581513,The Raincoats,The Raincoats,,,musical group,United Kingdom
The Rakes [7mDQwcnDUGuSoggxbUtVc1],7mDQwcnDUGuSoggxbUtVc1,Q1762436,The Rakes,The Rakes,Q84,London,musical group,United Kingdom
The Raven Age [1Ia5iTYHMBsMQfi7Fbcbuw],1Ia5iTYHMBsMQfi7Fbcbuw,Q24039212,The Raven Age,The Raven Age,Q84,London,musical group,United Kingdom
The Real Thing [1NUD5By34MFynmuUynCfSj],1NUD5By34MFynmuUynCfSj,Q458284,The Real Thing,The Real Thing,Q24826,Liverpool,musical group,United Kingdom
The Real Tuesday Weld [12KsgeavNVg66cW2frw3j2],12KsgeavNVg66cW2frw3j2,Q3522451,The Real Tuesday Weld,The Real Tuesday Weld,,,musical ensemble,United Kingdom
The Rezillos [0nbaBQTlGxUPLQ07N7onwv],0nbaBQTlGxUPLQ07N7onwv,Q3269,The Rezillos,The Rezillos,Q23436,Edinburgh,rock band,United Kingdom
The Rifles [3Sr1muUE6DYihFufoHpnfc],3Sr1muUE6DYihFufoHpnfc,Q493700,The Rifles,The Rifles,Q3778007,Chingford,musical group,United Kingdom
The Rolling Stones [22bE4uQ6baNwSHPVcDxLCe],22bE4uQ6baNwSHPVcDxLCe,Q11036,The Rolling Stones,The Rolling Stones,Q84,London,band|musical group,United Kingdom
The Rumble Strips [2LrQtNcBWufq2AjaM6swf7],2LrQtNcBWufq2AjaM6swf7,Q7761824,The Rumble Strips,The Rumble Strips,Q668262,Tavistock,musical group,United Kingdom
The Rusty Tubs [6wPET8UyFQRnk001STnZap],6wPET8UyFQRnk001STnZap,Q138493869,The Rusty Tubs,The Rusty Tubs,Q67508687,Gloucestershire,musical group,United Kingdom
The Safety Fire [0IbaScpUWE6Wboz4o6X7xG],0IbaScpUWE6Wboz4o6X7xG,Q7762013,The Safety Fire,The Safety Fire,,,musical group,United Kingdom
The Saturdays [15qI5w4XJFLRMwOp2VrlD5],15qI5w4XJFLRMwOp2VrlD5,Q756220,The Saturdays,The Saturdays,Q84,London,musical group,United Kingdom
The School [1C4F7PHDaEkp5ZL1rkkmrE],1C4F7PHDaEkp5ZL1rkkmrE,Q7762518,The School,The School,,,musical group,United Kingdom
The Scooters [3uyiNR4wvu1mn7UR2dHJA3],3uyiNR4wvu1mn7UR2dHJA3,Q63975484,The Scooters,The Scooters,,,musical group,United Kingdom
The Screaming Blue Messiahs [0NThbe2SzQCuKcsMTIujKS],0NThbe2SzQCuKcsMTIujKS,Q1416018,The Screaming Blue Messiahs,The Screaming Blue Messiahs,,,musical group,United Kingdom
The Seahorses [3mbVe260Kgvs1P8YFcCyY7],3mbVe260Kgvs1P8YFcCyY7,Q7762808,The Seahorses,The Seahorses,Q42462,York,musical group,United Kingdom
The Searchers [4QmkLL9JOqM9dusHS1Hghe],4QmkLL9JOqM9dusHS1Hghe,Q1132434,The Searchers,The Searchers,Q24826,Liverpool,musical group,United Kingdom
The Selecter [3wRksusBxJ6npu0PryYheF],3wRksusBxJ6npu0PryYheF,Q1546385,The Selecter,The Selecter,Q6225,Coventry,musical group,United Kingdom
The Shadows [03hfAxVdAWj7kxDnSG0fLD],03hfAxVdAWj7kxDnSG0fLD,Q212168,The Shadows,The Shadows,Q21,England,musical group,United Kingdom
The Shamen [5E704N5StxMVKpalhaJ5L3],5E704N5StxMVKpalhaJ5L3,Q587713,The Shamen,The Shamen,,,musical group,United Kingdom
The Shapeshifters [60FV7KyxIH9FH1uq7u8inP],60FV7KyxIH9FH1uq7u8inP,Q664467,The Shapeshifters,The Shapeshifters,Q84,London,musical group,United Kingdom
